"PCA_comp","RCCA1","RCCA2","RCCA3","RCCA4","RCCA5","RCCA6","RCCA7","RCCA8","RCCA9","RCCA10","RCCA11","RCCA12","RCCA13","RCCA14","RCCA15","RCCA16","RCCA17"
"PC33",-0.00638309102543581,0.00815688885106167,0.000327436308797397,-0.00118384173982363,0.000390580251698645,-0.00326980952558141,-0.00192237662692129,-0.00706812895899699,-0.00219532956331876,0.00288195603769921,0.000913390840435763,-0.000114662522738824,-0.00635068947031787,0.00313087992974399,0.00610257265568266,0.00279428018312272,-0.00618650829967979
"PC34",-0.00453692764129118,0.000706262783345558,-0.00425164641034143,0.00631549891769721,-0.00462656113227398,-0.00227191405913558,0.0016255796443013,-0.00593624368718365,0.00459532975025784,0.00309113767637509,-0.00104563957248509,0.000634157477843051,0.00752209716961388,0.00427331324875921,-0.00428312845162073,-0.000109709544100337,-0.00398207922499785
"PC35",0.00163315138388952,0.000660470460376441,-0.00555879274863514,0.00560707942645229,0.00442008495297897,0.00162493089808064,-0.00483982249852032,-0.00636174584420896,0.000776725491706056,-0.00118785070919645,0.00490882662770156,-0.00190079206064019,0.0036605618826447,-0.00394307647901093,-0.000133325806886165,-0.00217505021452677,0.000193871220046808
"PC36",0.00930632385819403,0.00475540728868401,-0.00328142292381144,0.00623038358097759,-0.00514622779552592,-0.00169262543565143,-0.00145343964790936,-0.000898068078120627,0.00168864191041488,0.00337736470096426,0.00192404835986928,-0.00315568306564905,0.00120672957217311,-0.00396770988957543,0.00476791406542832,-0.00560456338999843,0.00324510325653773
"PC37",0.0059138714683525,0.00015047542629614,-0.00698763215420053,0.00374064779759909,-0.00548419179761908,0.000696565249588699,-0.000963647907795268,-0.00454132805990325,-0.00455746719225996,-0.000416846665033009,0.00688276330000049,0.00135226684051833,0.0037969630831401,0.000669853099141683,-0.0062604110822977,-0.00156628235270724,-0.000442117204146143
"PC38",-0.00173376039027442,0.00307771401860807,-0.00431947264231796,-0.00569024853043086,0.00082107415522581,-0.0109732308754553,0.00109721368726059,-0.00316949516062472,-0.00126810310158455,-0.00648880729608997,0.00327607274861129,0.00188752969691862,0.00184289107381374,0.00192780513310108,-0.00490019402970706,-0.00430052096686714,0.00769787037666906
"PC39",0.000562755241209435,-0.00746177321380276,-0.0041029280415525,0.00552575755769197,-0.000791950713883195,0.00361799075373765,0.00106386383048595,-0.000239902620444614,-9.92978670857525e-06,-0.00339911355693068,0.00620342729691339,-0.00608290877551625,-0.00888520640680295,0.00282728889491028,0.0067442492294604,-0.00739638719752419,-0.00660696270304149
"PC40",-0.00412484647031107,0.00307923667645169,0.00195592094477488,-0.000584725189614839,-0.000525150408406482,-0.000949988681157546,-0.00311258600827431,-0.00261608458136084,-0.00134205122758188,0.00215098695007331,-0.00148125720426627,0.0037242612579855,0.00415866201906014,-0.00317779268226674,-0.00629234052711237,-0.00225135586183124,0.000853156452912486
"PC41",-0.000422914881216252,-0.000117804198827322,-0.000477980997500329,-0.00663298610910126,-0.00219341684853038,-0.000601991554157732,-0.00207360522828568,-0.000933904151180931,-0.00841140358178115,-0.00214666064090362,-0.00211571204780887,0.0032854079267472,-0.00550383380709048,0.00526798714526512,-0.00565581276124917,-0.00577523273756187,0.000401130437759821
"PC42",0.00283417820998986,-0.000860854693670769,0.00365289506687034,-0.00227654104834356,-0.00313503389400637,0.00321939916717055,-0.00166253287260491,-0.00338131092178058,-0.00146093609644863,-0.00526960194730808,-0.00556332937454421,-0.0102813008767806,-0.00582510186414642,0.000356904203305286,0.00116175214019467,0.00212885382923174,-0.00700501252053615
"PC43",-0.00442247467518094,0.00472988137709439,-0.00160768298753557,0.00783935289382389,-0.00755351218831439,0.00284066612548993,0.00260822763320893,0.00447532346375548,-0.00255531899737191,0.00268656597677298,0.00637038626338436,0.00101246874835957,-0.00236828472573656,-0.00382052984380843,0.00204201250487634,0.0012913898596586,-0.00352807146402285
"PC44",0.00404034157023284,-0.000642049125245726,-0.00297702886519312,-0.0092511257687428,-0.00809546605116406,-0.000244367307805245,-0.00261146616895627,0.00325078549480409,-0.000124637364517052,0.000847981658530069,0.00112791261921301,-0.00326337938544024,0.00205759242711277,0.00544289287869839,0.00032837993510809,0.00158711817729862,-0.00337522398622969
"PC45",0.00281501630407364,0.0015444299814072,0.00342327960601096,-0.00342902786514049,-0.00173337721655113,0.00118813853358943,-0.00697752008679976,-0.0108728196955596,0.00484895929264394,0.000794652840028756,0.00505440694617256,-0.00354621385422087,-0.00118161184311831,0.0108390652066396,0.0061540514691514,0.00578962106767524,-0.000216458400305542
"PC46",-0.00659219927026204,0.000900275103381931,0.00246881110744618,0.00109325772548158,0.0034355315958478,-0.00493683453581781,-0.00566396656230532,0.00443989299433142,-0.000183813265848778,-0.0020895867967182,0.011518279890772,0.000581673483751539,-0.00121857660660426,-0.00398192619118917,-0.00355827508284839,0.00380886904237858,0.00777887695859632
"PC47",-0.000311151626111022,0.00116386825980069,0.00124849438795703,0.00415937530960994,-0.00120438299945708,-0.00414102992447787,0.00368586196696947,0.00113999265991922,0.00134717324603756,-0.00561297384910418,-0.00347827669068956,0.00215991408888151,-0.00713862142634155,0.00316584254086533,0.00583830734488339,0.000652485307166362,-0.00316949691828014
"PC48",0.00604268911419153,0.00275944115707674,-0.00884342771587342,-0.00896015862066105,-0.00481549839008692,0.00599362837563617,-0.00222963599609824,-0.00196315349676063,0.00348207852159709,0.00906307311059717,-0.00474194071720207,-0.00777396958993307,0.00228867930523153,-0.00517606806460528,-0.00606091351061205,-0.0030151588121859,0.00172412514903886
"PC49",-0.00263836227468187,-0.00843199850462636,-0.000365155985819106,-0.0111378005551378,-0.00335071741003567,0.00773863029058589,0.00119863640554096,0.00444154426474039,-6.53432198665275e-05,0.00301568311384853,-0.00566933607514419,-0.00235515668447681,0.00328426096069463,-0.00462601093891784,-0.00441987774447435,0.00305553909515135,-0.000785704897234413
"PC50",0.0052098290050724,0.00129926449742391,0.00133184423295684,0.00549929487546188,-0.00174588272385515,0.00330975290143362,0.00709748833871203,0.00356635548610112,-0.00294393952837459,-0.00301402918309469,0.000557342682539734,0.00258694058008214,-0.00488434708299482,0.00660879558056981,-0.000435493918385743,-0.00497582027890068,-0.00179003082749747
"PC51",-0.00233927046304597,-0.00537524113675876,-0.00460327083796141,-0.00516514485601593,-0.00481771540756464,0.000653076486966989,-0.00716141994886948,0.00655475328809465,-0.00462530585974945,-0.0074446121285704,0.00152081351673094,0.00490640343890395,0.00723435684851027,0.00327237429578705,0.00419433975852095,0.00142205928064994,-0.00710194384165265
"PC52",0.000372616628031826,0.000697426224891738,0.00136443234445573,-0.00349559100210476,-0.00784991563400745,0.00620240380904047,0.00587732902673543,0.00580605781427886,0.00152123554370967,0.00656635155591713,-0.00297535295964993,0.00652079187551193,0.000700147090661273,0.00397031644527003,0.00134288986171256,-0.00111124105853254,0.0059804388772489
"PC53",-0.0015724006323831,0.000817251085767326,-0.00700299001547879,0.00486330954613873,-0.00734677778479644,-0.00393868094178041,-0.00424067813999765,0.00785360227094386,0.00239942621868313,0.00305143366224939,0.00143560868050059,-0.00658922348572186,-0.00102000385374124,-0.00341963155464587,0.000199562245769742,0.00165142635233891,0.00141310538067799
"PC54",0.000576941122135142,0.00164682642799627,-0.0089645394672884,0.00623895570328018,0.00862561707552067,-0.000737681575698682,-0.00694273592541213,-0.00782563507197755,-0.0100191761352008,0.00962317706477737,0.00239264642328352,0.00014748959300299,0.00161912661707757,0.00441396021140946,-0.00582503389597171,-0.00157086276389831,0.00515672138956529
"PC55",-0.00196040512172241,-0.00589091191944925,0.00389890008867399,0.000709529098436898,0.00622831713102244,0.00403033942741926,0.00435099630743535,0.00346369829188461,-0.000224102597644095,0.00268338149630207,0.00998663584120781,0.00328785642452141,0.00237108163223838,-0.00375143647284496,-0.00656018212478545,-0.000266525512032986,-0.0026008439537206
"PC56",0.0052655385454872,0.00508560723789624,-0.00312777252366647,0.00112056697165984,0.00380426726837361,-0.000302507982581238,-0.0050055326662714,0.0026484497776863,0.0080366884312176,0.000609100690579131,0.00167099218538045,-0.00152188053691883,-0.00541306782017194,0.005421259899495,0.00677285559726747,0.00685557350261474,-0.00989666166725374
"PC57",-0.00123756006039619,-0.00239698311176333,-0.00384780787843806,-0.00438006211274001,-0.00776727071159885,0.00732869047355466,0.0064517990371393,0.00267693873451178,0.00346691028788946,0.00585129954194258,0.00446691677504666,-0.00436711097588754,-0.00630039488048587,0.00858399819000624,-0.00371094560305171,0.00165857551704575,0.0073116615408156
"PC58",-0.00780077228536571,-0.000728953006922671,-0.00101619233595207,-0.00332509888142768,0.000596421739825863,-0.00782549051373937,0.00108365655883832,-0.0028489671540208,0.0032790996133495,0.000711539837051444,0.0106950921071274,-0.00404179864698053,0.00293540432106505,0.00225297977617619,-0.00134387270985127,0.00638079609174629,0.00308261121560013
"PC59",0.00230086449659537,-0.00335721271298486,-0.00508730900296088,0.00028453750707352,0.00195981096385045,-0.00216823188169852,0.011236200771379,-0.00405702532273827,0.00271957543027549,-0.010116683231796,-0.00187851399679442,-0.00215155032509202,-0.000224801051037043,0.00238338522402073,-0.00479201700176446,0.00362521284055402,0.0013969952993823
"PC60",-0.0107559108270437,0.00320671733057541,-0.00463074791270281,0.00630983647468554,-0.00314669263271372,-0.00103851235801353,-0.00340735318535734,-3.3189124806052e-05,-0.00054405207212632,0.000363872136190262,-0.00448754138693729,-0.00303431001492889,-0.000421761403905013,-0.00498545113148764,-0.00515349319942657,0.00151011291527066,-0.000214270505277809
"PC61",0.00739374769157612,0.0047480139232601,0.00662692511623989,-0.00144114630617726,-0.00177011319693055,-0.00472869746480319,-0.00299682848954733,-0.00203178724133175,-0.0070319404366756,0.00135407942436249,-0.0011916872169504,0.000154686718149951,0.00592187793914128,-0.00122034463279629,-0.00050508578624049,-0.000326279949597373,-0.00630700476834473
"PC62",0.00421801571842451,0.000190688029727912,1.25539773750412e-05,0.000172812476277777,-0.00260751727908653,0.00387911684270345,-0.000581707766208832,0.000944640288754783,0.00242748628601932,0.00168037213429078,-0.000723074188473518,0.00378843809060861,-0.00247505273137412,0.000825482169158894,-0.000175146633904595,0.00622316231905085,0.00375845899894969
"PC63",-0.00634038144430377,-0.00281521462683749,-0.00534661746551083,-0.00218170980722612,0.00551820469054617,0.00719199181442542,0.00413715175370951,-0.00121397097647594,0.0048805168129793,-0.00403608390918479,0.00106550654478005,0.000649743709889432,0.00831279756570921,-0.00817613946396336,-0.00228922430881612,-0.00146539816487305,0.0045813998609114
"PC64",0.00616351380913954,0.0058639899284954,0.000536565891024519,4.97130151057843e-05,0.00245040518311973,-0.00246584644900846,-0.000820704431787589,-0.00139240013154145,0.00601410326457453,0.00824406122034756,-0.00634138279809004,-0.000729877387793993,-0.00123057917134361,-0.00723825155440316,4.50218609427807e-05,0.0014460859590147,-0.0025412415068625
"PC65",-0.00338568334740974,-0.0014566811622171,0.00140300511821845,-0.00397953143181206,0.000167060426194485,0.00234094382685409,-0.00375388009947392,0.00399726964681796,-0.00322249067632163,0.00200442125175211,-0.00270456490982048,0.00173823761057887,0.00414768342769947,0.00955953910569921,-0.00577864231089961,-0.000934317987297578,0.000292688063333082
"PC66",0.0127742347077243,-0.00373886856413558,-0.00901916491865991,-0.00412382436281955,0.000201295686281634,0.00546550956016406,-0.00127083175294413,-0.00177077847379638,0.00191560647232267,-0.00613885899943452,-0.00329764083735028,-0.00178797440131404,-0.00426232404201271,-0.00461721551457659,0.00563451482173205,-0.00415451816734296,0.00240177074225248
"PC67",-0.00241812898358317,-0.00553633720108009,-0.00266026672313334,0.000403041454216768,0.000932802547993904,-0.00237305639351499,0.00188972348523747,-0.000978787644887898,0.010700033447288,0.0125734465492561,0.00253046665165575,-0.00922832302250451,-0.00578355391492959,-0.0013181732485489,0.00078946466343834,-0.00343374006712633,-0.00158839770267544
"PC68",-0.00136682239366709,0.00397365522521,-0.00813973777330808,-0.00172050295781873,0.00395176910460318,0.00217026160138318,-0.00770085795761174,0.00288205709818748,0.00319126197518086,0.000206525499820895,-0.00536680050655564,-0.00118706855625903,0.00139299994301511,0.00122157972872649,0.00115586019965359,-0.00338873652841353,-0.00186544380668347
"PC69",0.00225685599594853,0.00458429876713208,-0.00195082876211713,0.00281636688999911,-0.00104498858288247,0.00276297802932321,-0.000919218942628891,-0.00167481620437306,0.00284040223586516,-0.00227516453515538,-0.0050454163164363,-0.0078302044097059,-0.00146976847128943,0.00587900791438794,0.00290091269670704,0.00524952647408772,-0.00678232309074495
"PC70",0.000728097130572061,-0.00185774012912983,-0.003702851676137,-0.00473350929962008,0.00852757262256552,-0.00111251353378776,-0.00176676846341076,-0.00601634379883115,0.00101018886233998,0.0022854146016902,0.00273815608364063,-0.00278055855609361,-0.00080322259632731,0.00503261365199253,-0.00318440630464088,0.000504406665862807,-0.00124636937099502
"PC71",0.00359598569568054,-0.0068008139286125,-0.00540175578149821,-0.00775131459620943,0.000907774955313779,-0.00593263363959679,-0.00165531010628261,-0.00137794494736586,-0.005432867932075,-0.0058356733335702,-0.0024467694077925,-0.00680854594754444,0.0019199019918355,-0.00647510192562206,0.00141845028376655,0.00595040252607837,0.00346732943658233
"PC72",-0.00249883981249793,0.000321205272977019,-0.00618151161439166,-4.52976884589772e-05,0.000403830362587858,-0.00297368286527766,0.0037818375146991,-0.0048101043900715,-0.00406527823820468,-0.00107882692751007,-0.000474453041526221,0.00220340389313781,0.00612434619441564,-0.000195666289867036,0.00667688583070425,-0.0028039365211982,0.00169673821067407
"PC73",0.00290309355971486,-0.00119400957013506,0.00648273349518292,0.00281518456458078,-0.0042301772264152,-0.00658515829100286,-0.00281495098485751,0.00304809159124807,0.00217628369511551,-0.00420620214370924,-0.00219967863930125,0.00652037094575149,0.00516774810407221,0.00196736640679992,0.00281263655723074,-0.00353918805058933,-0.00328855517732831
"PC74",-0.00656071182499324,-0.00114942456037472,-0.00147363926752279,-0.0017362332853771,0.00337034852042995,-0.00321217085761056,0.00689426377058821,0.00817679480811935,-0.00749350886132565,0.00238907418611106,-0.00748181649991632,-0.00326912910765077,0.00245551021625145,0.00187420471425266,0.000955822483002742,0.000897179690851217,0.0036991965528386
"PC75",0.00347805180782316,0.00109889603267721,0.00332288369658147,0.00222987052425122,-0.000212405060950995,0.00716812641878145,0.00111108226229855,0.00288824127526409,0.00407832497054718,-0.00452162420106436,0.0026076846160841,-0.00868747926069895,0.00650026454683485,-0.00425515992266866,-0.0015713567046861,-0.00508732677212648,1.02534118114344e-05
"PC76",0.00457738760636198,-0.00397844250486142,-0.00283836950302816,-0.00352210470166722,0.0036087307160813,-0.00155784334077438,-0.00380487523676094,0.00266928354296189,-0.00140573826144663,0.000523201856583795,-9.0372182738434e-05,-0.00109362599491679,-0.00513969311671041,-0.00346196958992117,0.00559067145982864,-0.00696120714474575,-0.000997598768270214
"PC77",-0.00135279360912659,-5.26036212100646e-06,0.00197252960122333,-0.00670465903132021,0.00701646502617068,0.00856286821755972,0.00882603815035433,0.000610268993706072,0.0080500915777907,-0.0060124163814587,0.00292637338196582,-0.00100221176780967,0.000700454921409715,0.00277827669050545,0.00105933280922555,-0.00836957524050419,-0.00345238869329753
"PC78",-0.000863829252928895,0.000797086719693038,0.00598733013506701,1.06671209302148e-05,0.00104901595167702,0.00430559558116678,0.000127569206042752,0.00273323447068833,0.000321026646818792,0.00178534083617059,-0.000944229988646717,-0.000677412173350854,-0.000897955736868067,-0.00401844304225077,0.000531800566491264,-0.00603906083681296,-0.00210788044636541
"PC79",-0.0012800729328246,-0.00502386070644137,-5.21302327923178e-05,-0.00263898848627712,-0.00229651815651374,0.00498867395311779,-0.00254843154761294,-0.00390231083803188,-0.00283545426739086,0.00187939868086762,0.00864116072227829,-0.00224139530333584,0.00195511236669347,-0.00127492621535932,0.00350676259084098,-0.00182424792531549,0.00464442387802375
"PC80",-0.00704001723484887,-0.00383936195810244,0.00340270522473082,0.00231649896617773,0.000589201054679454,-0.00210647490566116,0.00220397476522695,-0.00288225455491857,-0.00252380330687195,-0.000661276760318428,-0.00719474161046275,0.00377228995004336,-0.00936932579746807,0.00030848305110062,0.00419854034531503,-0.00135088920580488,0.000276274424818311
"PC81",0.00564549835858393,-0.00244381699082159,0.00273185905559605,-0.00921738277730541,-0.00118166775619656,0.0101353354762751,0.0015105475640665,0.00104498394600555,-0.00180224342148172,0.000983311128433313,-0.00223128900994843,0.000390620437164637,-0.00227178065610563,0.00231828984434979,-0.00335450319860637,0.00202936459836847,-0.0008025767659307
