"q","GRCCA1","GRCCA2","GRCCA3","GRCCA4","GRCCA5","GRCCA6"
"AngAffect_Unadj",0.0272064530561207,-0.0196702245183117,0.122750175783942,-0.102476415000936,0.0925588571225701,-0.0132579957718577
"AngHostil_Unadj",-0.010093016234842,0.0719714374946413,-0.0258864734238153,-0.059576836742245,-0.0394706574267127,0.0914829470287082
"AngAggr_Unadj",0.100004280600424,-0.0199419027488264,-0.0447306542198472,0.0429226632674013,0.0400727457295607,0.0040956221860602
"FearAffect_Unadj",-0.0231135158720068,-0.0710378748428941,0.0422698680391723,0.126209763590883,-0.0247617772348691,0.130947077908067
"FearSomat_Unadj",-0.0722428647374603,-0.0137092991967244,-0.0919331289779617,-0.0379287989800175,0.0658011786622924,-0.0151714385109569
"Sadness_Unadj",0.0283204054509636,-0.0510319222170538,-0.0898838357208764,-0.0415325370160646,-0.119109219429447,-0.115134426909668
