"Subject","RCCA1","RCCA2","RCCA3","RCCA4","RCCA5","RCCA6","RCCA7","RCCA8","RCCA9","RCCA10","RCCA11","RCCA12","RCCA13","RCCA14","RCCA15","RCCA16","RCCA17"
"100307",0.119806982644304,-0.42404831751317,0.250304567195476,-0.0714703032180474,-0.567248825402026,0.876193796859669,0.0657066742751525,0.760131636066807,-1.17553267162848,0.56277317825094,0.200775259056918,-0.0925346904692055,-0.755190141420902,0.251318206020688,1.1937901973495,-0.547116831073823,0.319572852550208
"100408",0.0332125582208906,1.33132073435182,-0.462792267639942,0.150148544869103,0.179516990094185,0.667701975416019,0.837456745707324,0.115158456198917,0.754507812627867,-1.13763054598121,-0.331439437419136,0.209676815776299,-0.0281305499420907,-0.158336294919238,0.311658732070723,-0.284305148399776,-0.342882684907123
"100610",1.50345828864099,-0.36561657593893,-0.195894161894334,0.386595135222817,0.724664960569899,-0.635284531080694,-0.653842218033015,0.535904763132097,-0.00398399718244313,0.718637727516581,-0.523514666566997,-0.565311942379984,0.0327035363033378,-0.0430978655492807,0.0603786247182915,0.728813450971969,-0.795294900823495
"101006",-0.174417829511107,-0.349684919072878,-0.70089826529065,0.41038187853437,-0.511422615147446,0.9036346701226,-0.0868418971447614,0.0889657904151839,-0.571039633112459,1.47970987370527,-0.742039270402326,0.479707656472345,0.283541230953563,0.500921551434806,-0.474897782645258,-0.325351050701458,-0.364223102257662
"101309",-1.75330438345598,-0.665633710303577,0.103367356594323,-0.709819639557272,-0.582797826000647,0.159125620869567,0.581625162420134,0.220720561439051,0.883337751915376,-0.95869664520488,-0.241786858157456,-0.0360085876514497,0.787321072132892,1.5054435979603,1.05878693818421,0.0854515247869407,0.683760914228819
"101915",-0.236129071692829,1.094228244868,-0.00250706812809197,-0.408534662688729,-0.482225453671786,-0.80590595767449,-0.796499260045449,-1.12593458288332,1.55489306637113,-1.0039410187692,-0.559850727272969,-0.669782466714535,0.633743951129999,0.192604689936943,-0.186857613503417,0.600722949647391,-0.502072906908837
"102311",1.11176133251494,-0.216557894541509,-0.455992682556013,-0.502806348720452,0.324872316280677,-0.331198452980604,0.0315904567944096,-0.578559635663318,0.994944985123037,0.634254239973783,1.39628588600147,-0.8802130405701,0.099935664355894,0.612391173128333,-0.623199203678161,0.0679698368339617,0.797062615628582
"102513",-0.806420764409494,0.81576356855946,0.546015797753869,0.943370852815794,-0.443012795820771,-0.00460496801918361,-0.230544772249034,0.328290937553454,-1.05253756333533,0.0393665108212772,-0.504944180521259,0.376306250884242,-0.138595931859777,0.876819389613894,-0.66672003338562,0.768966872898325,0.56200009200487
"102816",-0.831930851509055,1.00846577468913,0.487289860005494,0.643126500219158,-0.292967616934521,-0.0114625826535257,-0.0831609118370415,0.380459484665983,-0.963489382865468,-0.0944549929342682,-0.454513761179246,0.48035970831808,0.00324249591346858,0.740334773856218,-0.661821015670984,0.723119286899875,0.559997525912916
"103111",-0.846647056844856,0.907654602852601,1.38100404068469,1.61279168651877,-0.880336238735302,1.2129866891037,-0.849167322153911,0.607438786456687,0.713136271296973,-0.134957320142344,-0.52633753360664,-0.905024390912467,0.313511381359403,-0.742173066276629,-1.19825565583248,1.13266967019219,0.150368278138441
