"Subject","RCCA1","RCCA2","RCCA3","RCCA4","RCCA5","RCCA6","RCCA7","RCCA8","RCCA9","RCCA10","RCCA11","RCCA12","RCCA13","RCCA14","RCCA15","RCCA16","RCCA17"
"100307",-0.26182333358938,0.132463261998345,-0.146252923611184,-0.494993155585133,0.0233229800674861,0.162829314654579,0.0468349752964811,-0.670691837261224,0.0552702603697627,-0.545155006973489,-0.0464466775872207,0.237921199772129,-0.729877321160586,-0.0708526181597809,-0.355055213041298,-0.127785354533045,-0.142949845216994
"100408",0.804869408334116,0.693659355388611,-0.391136180831905,-0.225876794416027,0.422161863409319,0.226185444225062,0.143183636374548,0.00601003951189693,0.0405705768499259,0.46451473623504,0.243071866223213,-0.103857219185755,0.0882887947445892,-0.201219578261973,-0.0568715000399145,-0.189804544125944,0.093235980242926
"100610",1.06446819946308,-1.08502252089701,0.0194818196768487,-0.201215295398981,0.199977838535488,-0.485453637133831,-0.0507566674083506,0.0591103098088573,0.253463815113925,-0.218461291888684,0.108317852547778,-0.0922978350180634,0.411591847963193,0.00848330249490781,-0.0538327306948773,-0.329426511912673,-0.182883083357446
"101006",0.248202222019066,0.251828977045504,0.765638185400569,-0.49120746365862,0.977482736404442,0.284744598960714,0.138787636603679,0.128832856354732,-0.147213078941388,0.467338179728421,-0.51594775091651,0.654530795572787,0.156998329874335,-0.0832179953347102,0.278268058968907,-0.146366941041395,0.417680454185021
"101309",-1.7738134126199,0.829890938651043,-0.391072712048017,0.395573568839413,-0.482470346960541,0.626865823801629,-0.287112832636055,-0.392620254635086,-0.878860517256547,-0.4083759416321,-0.196442973964874,0.338139108614705,-0.285314128881986,-0.217939466859231,-1.3365654755422,0.139985220062895,-0.123671189755158
"101915",-0.521018533858602,-0.0250749964465129,-0.226863924983108,-0.251580389868475,-0.063189879238795,0.247355084272114,-0.391467634982666,0.880828485377461,-0.100110189567758,-0.0328281096403169,-0.225808743192367,-0.0737352339691269,0.282495204135253,0.0202480423412589,-0.0442882289564427,-0.0211781162622266,-0.352643129854872
"102008",0.0427973778311559,-0.299306873400203,-0.197053020092586,-0.414118644930578,-0.180413395823151,-0.397084546173515,-0.276901930969117,0.32448984656646,-0.128301555917083,0.0475621767182573,0.176810484282787,-0.310739722100105,0.122080696267725,0.115431170200439,-0.568930244925568,-0.207733296213002,-0.351639910406746
"102311",0.157298954174327,-0.767709885752162,-0.26831304304674,-0.151481831541992,0.128650930368317,0.465334456804122,0.240353201991793,-0.0541870140304757,0.592773846430073,0.22798573257748,-0.1772146247947,-0.195168958184425,-0.371067835495068,-0.342783126384089,-0.00916349973330534,-0.30590607728006,-0.00248247353763277
"102513",-0.166555340543034,-0.485134127289106,-0.269551431976891,-0.143043080865632,0.0772012472066014,0.606408919850754,-0.17526236936629,-0.274867763953405,-0.221992590734106,0.485737787755111,0.0601305668350912,-0.449041500657968,0.0871019980596499,0.0527728540642919,-0.134438420508409,0.0836777045908492,0.356139524242799
"102816",-0.992369707172356,0.408913080289909,0.019181916953493,0.275965772531091,0.37891117356563,-0.229236417821774,-0.157006858710166,0.670558753140871,-0.0653502193356617,0.445373321111587,-0.150818895847565,-0.0237910059800172,0.71519625681794,-0.719349880992758,0.109186706635412,0.074286871752194,0.346997599630621
