"","GRCCA1","GRCCA2","GRCCA3","GRCCA4","GRCCA5","GRCCA6"
"100307",0.165938209082928,0.973205418726515,1.74082521207281,0.0519482431757873,0.664383902095949,0.442281473330589
"100408",0.00325865304235905,0.496587451677584,-1.63595859305077,-0.0303971675144058,0.400304603053842,-0.107307952850286
"100610",-1.14911016270699,0.0703816606141607,0.626723721673605,0.324679162621039,-0.50054506113328,-0.0237891597919139
"101309",-0.255227489494995,-0.794926945327967,-1.15834162257837,-0.639536760542298,1.12811866469269,1.06062725683069
"101915",0.562688128422362,-0.592674004694778,-1.85374344648153,0.275632737410513,0.33421866952913,0.080916493727975
"102008",-0.569000751822741,-0.0848150896168695,-1.74823418862142,1.03541969056295,-0.750452643305431,-0.70283760504055
"102311",0.0264250359487153,-0.00801481656876932,1.03073526255207,0.489124002553507,2.02809700988524,-0.257402332352638
"102513",-0.388019978227345,-0.178692676179336,-1.70414447717588,-0.319456888816825,0.760503115154895,-1.31669882565208
"103414",-0.67285936867072,-0.266744664014485,0.323857750847638,0.0202192711750052,-0.253799427478763,0.435290196029517
"103515",2.81823811681651,-0.304873160676486,0.38771551549443,-0.787078468207134,-2.1762965940976,-2.00416251485219
"104012",0.0438388896031032,0.0366015676565205,-0.237798304654674,-0.435633284752092,0.599322314768246,0.797867563378884
"104416",-1.12146614470232,-0.150298469166327,-0.830670554703624,-1.28997254460956,0.340212900196486,0.176338685771314
"105115",0.475047606886118,0.493314562213886,-0.0141620978635889,0.407461678145775,0.664956675567443,-1.06388587555581
"105216",-0.60147029860029,1.14461143651788,-0.401083183675228,0.031237107636568,0.312878108739223,-0.553245865244826
"105923",0.661474201854409,-0.452087817565722,-0.739658073872809,0.330760021642048,-0.411012582198086,1.15358102230692
"106319",-1.18649534796023,1.93342951125673,0.0864658179076126,-0.125031472225926,1.19977185760018,-1.13010009560875
"107018",-1.02258909193613,-0.723403444375163,-0.305421815857097,-0.477837634474413,-0.267517959711663,-0.569172879115478
"107321",0.607346767292595,-0.533716087463948,-1.2300854728877,0.443041996255331,-0.402266996491396,-0.341424892596603
"107422",-1.2380590025793,0.132397249628727,0.19841920026363,-0.819845833544235,-0.412450562935927,1.48541066787933
"107725",-0.806888398414072,1.25453306965652,0.0403215109058997,-0.261202364879794,0.0360821184982938,-0.176629887326631
"108121",-0.480261989949289,0.240417519307716,0.784308702134499,0.477375375886209,0.00615209034877839,-0.71023950088316
"108222",0.0842704749285127,0.453902261549872,-0.794874750486999,-0.698992457164196,0.201480949158567,1.00872616049428
"108525",0.228676074461444,-0.551712163699856,-1.75766702837219,0.128919742548223,1.308661754611,-1.04274152450242
"108828",1.31043936404433,2.80226800782266,0.732899189172286,0.373535850573937,-0.849783633499651,-0.0729217835342557
"109123",1.79312508580059,0.00811277120399272,0.259074479750983,0.154944684342317,-0.429245919810672,-0.0258312428413617
"109325",-0.786000189105556,-1.30706549695828,-0.200498051592878,2.22657295372263,-0.645379679254827,-0.0688485023034466
"111009",-0.645413228465016,0.55986038946329,0.475590996878694,-1.73258746700755,-0.470300386668958,-0.138082677747596
"111413",-0.120719514800839,1.33262409070747,1.55018700381218,0.284409170216431,0.16155501840654,-1.29031107923581
"111514",0.757036562434463,-1.30892323440318,0.346166794626666,0.485758383332568,-1.5599450410684,0.488007685785944
"112920",0.435473716942791,-0.256249917090299,1.54213576028251,-0.867832367939552,1.38672450301399,-0.716073525542491
"113619",-1.25599612826739,0.224371891661488,-1.1237928132354,-1.4542321647791,0.54481039185965,-0.300867504235397
"113922",0.373873395486647,-0.159634917002642,1.1664701840416,-1.51439300809138,-0.037738376551318,0.330773939553617
"114217",-0.548391702971443,-2.10259420365671,0.142848368926424,-0.47206448011565,0.956557453897894,-0.179885426002634
"114318",-1.29526964428813,0.83809165978406,-0.650887188664611,0.0488322050123883,-0.859863701881111,-0.0200848552992301
"114419",-0.535027795615631,-0.717552510176339,0.341170687506722,-0.962867025491747,-2.9418701435303,0.559624724567182
"114621",2.03253702778636,-0.984344869994834,-0.859008632808372,-1.09435600092993,0.708242327620298,0.202388561532233
"114823",-0.0875811602085342,-0.257645818435495,-0.730854802433146,0.485644426975743,-0.0278231367926279,-0.488750607937142
"115017",-1.10590810374097,-0.259974750657598,-0.296395420740122,1.39176092698125,-0.852532512700162,0.475046354347658
"115219",0.404331585578322,1.48010493710019,0.777026320747416,0.566700260406882,0.507423386743664,1.35765656393117
"115825",0.370050760179719,0.0559897616653234,0.52952363508412,0.562870996673613,1.14239928165888,-0.589011525043532
"116524",1.08145918082833,-0.0309917587077436,-0.631680976092294,-2.03166196026612,-2.46622118022452,-2.72739196682854
"117324",-1.34961141019042,-0.0588642576794796,-1.34291138404577,2.17941879928468,0.184903251620027,2.29774988493753
"117930",0.429245005532272,-1.23995610543506,0.409759981435743,0.0177834929892637,-0.495272381707184,-0.0883088250308702
"118023",-0.245062755682512,-0.832007972205692,-0.383986457808868,-1.0802939549877,-0.586345808875127,0.248072068507633
"118225",0.0115230747871469,-0.803693625123503,0.374899289145075,-0.716111785147438,-0.334908468693893,1.8536140640099
"120111",0.0431429078413722,-0.4936890230018,1.09951867732507,1.13876010697061,1.6616594079359,0.732947889127854
"120717",0.291937455791865,0.293821087632973,-1.04096093870963,0.984321709369234,0.532697571523769,-0.676435175497702
"121416",1.02526969302396,-0.149750967354703,-2.64480159521157,-0.101586441454207,1.77612180433879,0.835420117154895
"121618",0.341541238646381,0.848074446612052,-0.203813848285018,0.138382976080578,-0.953126620215731,-0.3091100595637
"121921",-0.743740790411986,-0.0582301654040525,0.352124213056143,0.0430419750767248,-1.99181549051966,-0.342214337617424
"122317",0.168477518070125,0.14381302875506,0.0571855039333292,-0.490818551637091,-0.633550447801798,0.454298592360563
"123117",0.0792248673961932,-0.283506557734972,0.507315628435221,1.41032007584835,-0.7233912598602,-0.830924672338864
"123420",-0.056241322925238,2.600689042515,-1.18819283720122,3.95103706292689,0.85214243549592,-0.3221599435242
"123521",-1.94946772229814,1.65112629557999,-0.977863590410158,-1.41763033992591,-0.739167808549789,0.175806219038725
"123925",-0.108072661192866,0.250807426042378,1.15176619926771,0.405037783033639,0.499103817949124,1.17874128578455
"124220",-0.478009644720224,-0.655462707441789,-0.579746261662522,0.622474729220649,0.541465952778708,-0.895760618704156
"124624",0.855051457468278,-2.34172309043431,-0.645316696954745,0.108820900697807,0.373277040762231,-1.96120075949216
"126325",-0.416000920318804,-1.57838469157206,0.724594503683224,2.44778110249751,0.338276215789119,0.194036295588023
"126628",-1.44490476365907,-0.213088482838858,0.194489883838308,0.675324773633047,-0.832289446887091,-0.437252615533068
"127226",1.37090007491887,0.34518299024505,0.164536960478556,-0.194813678395833,-1.28514850663755,0.706642843166023
"127630",0.233266399124091,0.547604560581043,-1.02225235084707,-0.629321597982307,-0.541461193763458,1.0442157548604
"127731",-0.69488076297849,-0.783287143230135,-0.340990519154127,-0.985472776317823,1.53514645350695,-0.299783565049509
"127933",-0.593682255801287,0.0719569867954809,-2.19535837523405,-1.7166593567765,-0.205748114285806,-0.790879461247595
"128127",-0.465844998174335,-0.428162522899557,0.956155799842504,-0.25432296917583,-0.432602511284038,-0.961905389820469
"128935",-0.928741217194287,0.205674081322961,0.962673965642572,0.613564421750787,-0.176104107614736,0.0867385895086964
"129028",0.597863018752335,-1.07470065363834,-0.682494582057908,0.750784439049726,-0.444886246258604,-0.891594329242745
"129129",-0.660912072540643,1.03910673080622,0.991364677692313,0.382817445597624,-1.46886961640233,-0.928579671202625
"129331",0.265773375077739,0.223452380583587,-0.847439519318054,0.0145818961867446,0.240854682208057,-0.43145508496226
"130013",0.724518856405254,-0.182410591686203,-0.47205335409914,-0.95051286857122,-0.965408691310032,1.74745163019876
"130114",-1.67401374365981,-0.666905364775823,-0.68763634877278,0.823211226794542,-0.18580126463254,1.08424694067542
"130316",0.459407608654183,0.147694876247877,0.538418294205081,-1.04185495752372,-1.02906707532968,0.978279229068509
"130417",-0.738020597700831,0.604837036912219,1.17338536395197,0.574947884097619,0.233820513871659,0.43788362058741
"130619",-0.830572702114424,0.530076014034432,0.228465003299105,0.999540917631228,-0.50724172862031,-0.246801244892895
"130821",0.551326560036818,0.23296045141445,-0.385876657445217,-0.974247232617613,1.62152299210181,0.264475797073058
"130922",-0.752098943276651,0.372624866128529,0.220184086203138,0.328419069530972,-0.131832976075903,-0.226467731408354
"131217",-0.633371687862657,0.732212581500673,0.105003487473423,-1.03299961147132,0.505160534268581,0.50368111929536
"131419",-0.912302191049969,0.252320692289614,-0.339668863478897,0.73212191482316,0.371300873265124,0.317551204114856
"131722",0.267820858111536,2.29489218083573,-0.685830184853667,1.20021312278102,-1.07556405432947,-0.86917119527781
"131924",-0.263783581612462,-0.408106159727302,-0.515144255609782,3.1321938025821,1.45703995887671,0.400164532748264
"132017",2.57065960856646,-0.998857836721823,1.129063803949,-0.365697268214267,1.69227352556636,-1.04379421119931
"133019",-0.750290043243395,-0.750656749552283,-0.361004242462186,-0.481373622954676,1.49162374872842,-0.804817915720537
"133625",0.768892601252681,-0.0257633081261711,-0.202840247241849,1.33942913313199,-0.0710225398826209,0.432408554162468
"133928",0.864579215038596,-0.187927799761562,0.326161178603423,0.0598087895641524,1.26073066050759,-0.354810098852967
