"","GRCCA1","GRCCA2","GRCCA3","GRCCA4","GRCCA5","GRCCA6"
"100307",0.0769549605658224,0.247933775110431,0.772418307360299,-0.00945414123173222,0.24271342453586,0.265086759537525
"100408",-0.0700138304281566,0.144238679754168,-0.83085252266912,-0.041704795581956,0.166731923667169,-0.0867993604495564
"100610",-0.630216069308396,0.127736352114457,0.295099472959807,0.0245490319965055,-0.278814220176184,-0.0514808786432102
"101309",0.0609647861634045,-0.21908301918301,-0.189965088873545,-0.257107603915834,0.370700709963577,0.309915510987159
"101915",0.209251893810762,-0.196896786538791,-0.697257744609663,0.0494823699563858,0.0665765418475489,0.020686576814869
"102008",-0.204600512150779,-0.165770732371787,-0.627479042776259,0.396772704873872,-0.212367842477592,-0.129961450264689
"102311",-0.0162224726173899,-0.0202267919120062,0.426891354096566,0.220898341909935,0.841078247190969,0.0360467017179296
"102513",-0.20975888744539,-0.339677886526351,-0.616827297823758,-0.0308453527678111,0.247545536923259,-0.512842440292531
"103414",-0.464589382537499,-0.0124216977620209,0.340780289695042,-0.000199592897802678,-0.218338679844091,0.0584147084178715
"103515",1.27860664570034,-0.120326592540363,0.208653225956465,-0.180491970790546,-0.902045064966015,-0.758269771496216
"104012",0.0920699450329071,0.0534910383590112,-0.000742228046560839,-0.186393856090131,0.193452632894515,0.205988229230983
"104416",-0.497062424318399,-0.0456252463337028,-0.221915482409744,-0.485612179817363,0.0971298862477368,0.116434558248829
"105115",-0.0618280134481683,0.0447795323429323,0.0266115726771221,0.156920491444931,0.343277868008796,-0.370776026038031
"105216",-0.665300612924478,0.554787684745762,-0.249771923602969,-0.0176399282245906,0.183372404557687,-0.140697899570212
"105923",0.243467683913366,-0.376944905866631,-0.397484531011171,0.135607414555933,-0.0482288287278394,0.279541290395402
"106319",-0.606153409385331,0.648487846732299,0.031285227116208,-0.0437742932895392,0.395356052824502,-0.450582555154235
"107018",-0.390220890476777,-0.411467670194344,-0.241244736611308,-0.263407330016776,-0.00706663838691791,-0.262879157381528
"107321",0.15732856679326,-0.248400710707622,-0.491277378417414,0.022196139400278,-0.170971821252767,-0.141114789240944
"107422",-0.352396166887721,0.0433371229339917,0.147903657607696,-0.270722361012024,-0.0493622455069779,0.429827344219031
"107725",-0.0211316750000528,0.466282379936849,0.214171816497813,-0.0736705654844844,0.0685590339521562,-0.101132607767734
"108121",-0.227356384777154,0.179805119744621,0.437703397956463,0.265522118029255,0.0150905048190843,-0.238356264110333
"108222",0.0715325287899141,0.206100508411755,-0.291853820514784,-0.400471493827991,-0.0187381733911437,0.389367750236627
"108525",0.487035350726124,-0.0384906016778208,-0.749994144167104,0.214423185888558,0.427419404031778,-0.483971404266912
"108828",0.589401769836808,0.959633389345782,0.352000113720204,0.231479513599704,-0.299423865368745,-0.118874972198042
