"Gender","AngAffect_Unadj","AngHostil_Unadj","AngAggr_Unadj","FearAffect_Unadj","FearSomat_Unadj","Sadness_Unadj"
"F",47.4732590529248,49.7607242339833,49.7869080779945,50.9231197771588,51.8044568245125,46.4064066852368
"M",48.0737201365188,50.037542662116,54.0692832764505,49.0508532423208,51.7559726962457,46.2232081911263
