"Subject","AngAffect_Unadj","AngHostil_Unadj","AngAggr_Unadj","FearAffect_Unadj","FearSomat_Unadj","Sadness_Unadj"
"100307",-0.573259052924822,11.0392757660167,-6.38690807799401,2.97688022284096,-4.60445682451248,6.99359331476316
"100408",2.52627986348118,-7.23754266211601,5.83071672354909,6.04914675767903,2.94402730375417,3.67679180887364
"100610",-0.573720136518771,-0.937542662116039,-10.6692832764505,0.549146757679183,3.54402730375426,-2.02320819112628
"101006",11.5267409470752,-0.760724233983287,0.0130919220055675,-1.62311977715878,-11.7044568245125,2.29359331476323
"101309",-9.77372013651877,-13.437542662116,0.230716723549487,-5.75085324232082,-11.6559726962457,-7.72320819112628
"101915",-3.57325905292479,-9.26072423398329,11.0130919220056,-1.92311977715877,1.19554317548747,-3.70640668523677
"102008",2.12627986348123,-9.13754266211604,3.73071672354949,3.84914675767918,14.2440273037543,-1.52320819112628
"102311",-8.37325905292479,-0.860724233983288,-6.38690807799443,-6.02311977715878,-7.00445682451254,4.59359331476323
"102513",3.72627986348123,-13.437542662116,2.93071672354949,0.249146757679178,2.54402730375426,3.67679180887372
"102816",8.42674094707521,-13.1607242339833,-6.38690807799443,0.476880222841224,-0.00445682451253712,-0.306406685236768
"103111",2.02627986348123,-13.437542662116,-4.26928327645051,0.549146757679183,-6.95597269624574,-0.423208191126283
"103414",-3.27325905292479,-2.06072423398328,-6.38690807799443,-1.92311977715877,-1.30445682451253,-4.70640668523677
"103515",20.4267409470752,21.1392757660167,24.4130919220056,0.276880222841229,8.79554317548747,6.49359331476323
"103818",2.32674094707521,-3.76072423398329,-6.38690807799443,1.97688022284122,-5.50445682451254,3.49359331476323
"104012",-3.67325905292479,-2.66072423398329,0.0130919220055675,-0.223119777158771,-7.00445682451254,-1.40640668523677
"104416",0.926740947075208,-11.7607242339833,-6.38690807799443,0.276880222841229,-7.00445682451254,-2.50640668523677
"104820",9.62674094707521,-13.1607242339833,0.0130919220055675,-6.42311977715877,-11.7044568245125,-0.306406685236768
"105014",-4.67325905292479,-4.36072423398329,-6.38690807799443,0.476880222841224,-11.7044568245125,-4.50640668523677
"105115",3.72627986348123,2.26245733788396,3.43071672354949,2.14914675767918,4.14402730375427,8.77679180887372
"105216",6.22627986348123,-1.63754266211604,-3.26928327645051,8.94914675767918,5.04402730375426,8.97679180887372
"105923",-5.57325905292479,-0.46072423398329,8.11309192200557,-1.32311977715877,-0.804456824512534,-7.30640668523677
"106319",8.92627986348123,-2.03754266211604,-10.6692832764505,12.4491467576792,4.14402730375427,17.1767918088737
"106521",-15.4732590529248,8.83927576601671,6.71309192200557,-3.72311977715877,-1.40445682451254,-0.706406685236766
"107018",0.526740947075209,-8.86072423398329,-6.38690807799443,-4.22311977715877,-0.304456824512534,-4.70640668523677
"107321",0.226740947075212,-3.56072423398328,10.2130919220056,-1.32311977715877,5.59554317548746,-2.80640668523677
"107422",-2.97372013651877,-3.73754266211604,-10.6692832764505,2.14914675767918,-6.95597269624574,-6.62320819112628
"107725",6.62674094707521,0.639275766016712,-6.38690807799443,9.67688022284123,2.99554317548746,7.89359331476323
"108121",1.52674094707521,2.33927576601671,-6.38690807799443,0.276880222841229,4.39554317548747,3.49359331476323
"108222",0.126279863481232,-2.43754266211604,2.93071672354949,4.84914675767918,-5.25597269624573,-0.123208191126279
"108525",-1.97372013651877,-13.437542662116,7.13071672354949,-3.75085324232082,0.344027303754268,1.87679180887372
"108828",16.6262798634812,23.562457337884,9.03071672354949,21.3491467576792,11.5440273037543,19.5767918088737
"109123",3.02627986348123,11.762457337884,13.7307167235495,-0.0508532423208188,1.24402730375427,2.27679180887372
"109325",-12.0737201365188,-7.23754266211604,-4.26928327645051,-8.65085324232082,11.6440273037543,-12.0232081911263
"110411",-3.87372013651877,-5.03754266211604,-10.6692832764505,-0.0508532423208188,-5.35597269624573,-12.0232081911263
"111009",9.82674094707521,1.93927576601672,-6.38690807799443,4.77688022284123,-5.50445682451254,3.49359331476323
"111413",9.32674094707521,11.4392757660167,-6.38690807799443,6.77688022284123,6.19554317548747,14.0935933147632
"111514",-3.87372013651877,5.46245733788396,6.53071672354949,-7.85085324232082,2.64402730375427,-12.0232081911263
"112516",4.72674094707521,-4.66072423398329,-6.38690807799443,5.07688022284123,-5.50445682451254,-3.00640668523677
"112920",-0.573720136518771,4.16245733788396,-4.26928327645051,-7.55085324232082,-11.6559726962457,5.07679180887372
"113215",16.4267409470752,9.63927576601671,9.81309192200557,7.37688022284122,7.79554317548747,7.09359331476323
"113619",4.62674094707521,-13.1607242339833,-6.38690807799443,3.27688022284123,-5.40445682451254,1.79359331476323
"113922",2.82627986348123,6.56245733788396,-1.86928327645051,-3.05085324232082,-11.6559726962457,-0.423208191126283
"114217",-11.8732590529248,-13.1607242339833,-6.38690807799443,-18.0231197771588,-11.7044568245125,-12.2064066852368
"114318",5.92674094707521,-3.96072423398329,-6.38690807799443,9.57688022284123,8.19554317548747,1.79359331476323
"114419",7.02627986348123,4.76245733788396,-1.86928327645051,-0.0508532423208188,3.04402730375426,-12.0232081911263
"114621",-1.57372013651877,-0.0375426621160407,17.9307167235495,-7.55085324232082,-11.6559726962457,-2.62320819112628
"114823",-0.373259052924789,-4.76072423398329,2.41309192200557,-0.723119777158771,4.99554317548746,-0.706406685236766
"115017",-6.07325905292479,-4.96072423398329,-6.38690807799443,0.276880222841229,9.59554317548746,-7.50640668523677
"115219",-2.37372013651877,10.262457337884,-0.869283276450508,8.94914675767918,-1.35597269624573,6.47679180887372
"115320",1.22674094707521,3.23927576601671,-6.38690807799443,-4.92311977715877,-11.7044568245125,-2.80640668523677
"115825",-3.07372013651877,1.36245733788396,-0.369283276450508,-3.05085324232082,-0.855972696245734,4.97679180887372
"116524",28.7262798634812,8.76245733788396,15.2307167235495,5.34914675767918,9.64402730375427,7.87679180887372
"117122",0.0267409470752092,-2.06072423398328,7.01309192200557,-15.0231197771588,-11.7044568245125,-4.10640668523677
"117324",-18.8732590529248,-13.1607242339833,-6.38690807799443,1.97688022284122,5.69554317548747,-12.2064066852368
"117930",-3.67325905292479,0.939275766016716,2.41309192200557,-9.42311977715877,-2.00445682451254,-7.90640668523677
"118023",0.626740947075211,-4.86072423398329,0.0130919220055675,-4.22311977715877,-5.50445682451254,-7.40640668523677
