"Gender","AngAffect_Unadj","AngHostil_Unadj","AngAggr_Unadj","FearAffect_Unadj","FearSomat_Unadj","Sadness_Unadj","LifeSatisf_Unadj","MeanPurp_Unadj","PosAffect_Unadj","Friendship_Unadj","Loneliness_Unadj","PercHostil_Unadj","PercReject_Unadj","EmotSupp_Unadj","InstruSupp_Unadj","PercStress_Unadj","SelfEff_Unadj"
"F",47.4880555555556,49.7583333333333,49.7936111111111,50.9475,51.8216666666667,46.4111111111111,54.2580555555556,52.8055555555556,50.0044444444444,50.0677777777778,51.2730555555556,47.3872222222222,48.3158333333333,52.1263888888889,47.7825,48.7025,49.8875
"M",48.0737201365188,50.037542662116,54.0692832764505,49.0508532423208,51.7559726962457,46.2232081911263,54.0897610921502,51.0392491467577,49.8870307167236,50.2238907849829,50.9730375426621,49.6716723549488,48.9914675767918,50.1836177474403,47.8627986348123,47.398976109215,52.0184300341297
