"q","RCCA1","RCCA2","RCCA3","RCCA4","RCCA5","RCCA6"
"AngAffect_Unadj",-0.0153348554792552,0.0154357716450533,0.0652764384821004,0.137455608585067,0.108380714586219,-0.00801178539311757
"AngHostil_Unadj",0.0156552439834329,-0.0955578817152659,-0.0400051025987098,0.0464816766536497,-0.0478378874063922,0.0632654311372824
"AngAggr_Unadj",-0.10671205877464,0.0217283594418221,-0.0188402442730972,-0.0483352930771018,0.0274080756049517,0.0237124035582637
"FearAffect_Unadj",0.0289266624396898,0.0799077416111205,0.0680049741310461,-0.0616051358383021,-0.0607540230205487,0.147389360951447
"FearSomat_Unadj",0.058659910494959,0.00723999125692685,-0.109968977925687,-0.012938200868031,0.0633586540224099,-0.00943097479552789
"Sadness_Unadj",-0.0408278083398297,0.0402713846556362,-0.0874353153603049,-0.00105677240826207,-0.101602673696026,-0.139267554080972
