"Subject","brain_scores_elastic"
"100307",0.125602922972927
"100408",-0.270152042690703
"100610",0.189614177752845
"101006",-0.207874939054675
"101309",-0.0759141559826676
"101915",0.159630876920971
"102311",0.399094572634751
"102513",0.0150180722388907
"102816",0.00600120065815995
"103111",-0.515172252646677
"103414",0.00334851548290795
"103515",0.507192621382254
"103818",0.265758954073133
"104012",-0.0141929264995417
"104416",0.176519260273516
"105014",0.116984736432524
"105115",-0.159444048811761
"105216",-0.874167535310765
"105923",0.0817146044151464
"106319",-0.156392743184209
"106521",-0.0534648106217549
"107018",0.26983801373864
"107321",-0.153639515496081
"107422",0.456311415440621
"107725",-0.165057295687017
"108121",0.0348590231919809
"108222",-0.07802311046734
"108525",0.17341131676478
"108828",0.644307514092641
"109123",-0.292433331179385
"109325",0.0407887659013551
"110411",-0.0770104180606276
"111009",-0.0355578334624226
"111413",-0.524960766548328
"111514",0.0276204265179277
"112516",-0.0997221203108924
"112920",-0.0994774735196989
"113215",-0.199850165231244
"113619",-0.392127462171685
"113922",0.24096930926912
"114217",0.392384139930711
"114318",-0.525393937522517
"114419",0.163930631115127
"114621",0.246135392194923
"114823",-0.24949093769895
"115017",0.737013610155139
"115219",0.371323298275974
"115320",0.505748611858579
"115825",0.437179131054648
"116524",0.24806493340686
"117122",0.329583362539534
"117324",0.366087049390939
"117930",0.331877114497218
"118023",0.0958004266467251
"118124",0.441681850896001
"118225",0.0290360475814047
"118730",0.44889063774964
"118932",-0.234429127394076
"120111",-0.12127508299801
"120212",0.24851571713259
"120717",-0.360658808910265
"121416",-0.148524539476949
"121618",-0.123332344682063
"121921",-0.177829202693682
"122317",0.163019987981222
"122822",-0.206987130772375
"123117",-0.0123328606644979
"123420",-0.631060182524147
"123521",-0.910761359781338
"123723",0.016544146164392
"123925",0.0553335461330122
"124624",-0.211982451665673
"124826",-0.526001052761057
"125525",-0.245902975063844
"126325",-0.155337494095809
"126628",0.237538900844186
"127226",0.136575028617154
"127630",0.0654300051600217
"127731",0.101635477245495
"127832",-0.4269937877072
"127933",-0.255099306656354
"128127",0.100094800450844
"128632",0.333913790580505
"128935",-0.0607275392330674
"129028",-0.231124507970859
"129129",0.0880019629423944
"129331",-0.581441536387176
"130013",-0.23803205671556
"130114",0.321298365582507
"130316",-0.527977126883012
"130417",-0.0465838307264325
"130619",-0.208623031335531
"130821",0.444366601974754
"130922",-0.451379557824974
"131217",-0.187942892571352
"131419",0.0106319563350487
"131722",-0.372469665621227
"131924",0.0842389612919779
"132017",0.453833720223755
"133019",0.507072169886349
"133625",0.0237017559574583
"133827",0.154208242304684
"133928",0.101290827093856
"134324",-0.333551297317786
"134425",-0.00172818243105815
"135225",-0.14612814861312
"135528",0.359186917279622
"135730",-0.305630851234777
"135932",0.390115172722177
"136227",0.606943704761834
"136732",0.110305538804493
"136833",0.306606438504711
"137027",0.681193773585304
"137128",0.389988485005806
"137229",-0.217051173478642
"137633",0.422142229267249
"137936",-0.0664993851964293
"138231",-0.2805591722218
"138534",0.355199364703344
"139839",-0.365476505785461
"140824",-0.427570273945641
"140925",-0.524917322409081
"141119",0.370436887835323
"141422",0.0329855909898378
"142828",-0.627337627437238
"143325",0.528247042812789
"144428",0.0359124225735281
"144731",0.218581673717535
"144832",0.0970618454470698
"145834",-0.2095128581415
"146331",0.357753890634121
"146432",0.501047762105257
"146937",-0.02298120231953
"147636",-0.555694175701012
"148032",-0.337174796430634
"148133",-0.170664230158118
"148335",-0.255354660530319
"148941",0.25698056671566
"149236",-0.124952513009454
"149337",-0.570675478237927
"149539",-0.34535148125339
"149741",0.355391327605862
"149842",-0.252529223982006
"150726",-0.423014875960615
"151223",0.00731913942731494
"151324",-0.0802567918905912
"151425",0.693295759761838
"151627",0.465231410262114
"151829",-0.249019443451822
"152225",0.387553354115348
"152831",-0.278634693155085
"153025",-0.208564869155194
"153429",-0.555565112611755
"153631",-0.154025678104706
"154229",-0.240316064228409
"154330",-0.436231647517658
"154431",0.635436119307462
"154532",-0.334384839905688
"154734",0.0166278871797807
"154835",-0.228247380243647
"154936",-0.888072848576337
"155938",-0.220086985773985
"156233",0.133205351849389
"156334",-0.155646398760325
"156637",-0.615245389917934
"157336",-0.142335728344964
"157437",0.0446091537635801
"157942",-0.0629344430965171
"158035",-0.253721858730522
"158136",-0.193952952081244
"158338",-0.082024240300304
"158540",0.546576757927714
"159138",0.170906761717267
"159239",0.308847105846603
"159340",0.387917672846791
"159441",-0.752230820100812
"160123",0.219230854861974
"160729",-0.339931876246039
"161731",0.778476302739784
"162026",0.166112530669113
"162228",-0.0332928319561618
"162329",0.576204641607343
"162935",-0.37373437427045
"163129",0.420043214371786
"163836",0.0859719879764811
"164030",0.382824011617265
"164131",-0.0207192253602747
"164636",-0.335716471997111
"164939",-0.526361457101038
"165032",0.432069423901139
"165638",0.789570770272053
"165840",0.0406501924381834
"166640",0.232443606021611
"167036",-0.249924754500369
"167743",0.185893050681238
"168240",-0.439600723812658
"168341",0.08738373023074
"169040",-0.135491867081501
"169343",-0.0319800005788306
"169444",-0.253504768097518
"171330",-0.177267048281658
"171633",0.267821537917946
"172029",-0.239134807332442
"172130",0.21778360047151
"172332",0.0493269345156754
"172534",0.886612087873437
