"Subject","brain_scores_lasso"
"100307",0.119671780113347
"100408",-0.272464232991914
"100610",0.1977644095768
"101006",-0.20732595456083
"101309",-0.0744608231375242
"101915",0.166400772348551
"102311",0.405868687557505
"102513",0.0141328504564713
"102816",0.00432828984634064
"103111",-0.512265147767809
"103414",0.00704351647062627
"103515",0.491208643639007
"103818",0.272418846595884
"104012",-0.0154842279564824
"104416",0.163982601124835
"105014",0.126916174280556
"105115",-0.162424691070246
"105216",-0.88664796915996
"105923",0.0947094767533089
"106319",-0.16921953311961
"106521",-0.0400253194413103
"107018",0.277983317196174
"107321",-0.166978904632599
"107422",0.455640139239978
"107725",-0.167013153051748
"108121",0.0225364066977061
"108222",-0.0743623548618928
"108525",0.172688899723418
"108828",0.643243915677787
"109123",-0.292562777224769
"109325",0.062389274216681
"110411",-0.0661976908274364
"111009",-0.044063962692339
"111413",-0.525724071918976
"111514",0.0315398160693197
"112516",-0.100251680389142
"112920",-0.0964612553467533
"113215",-0.202968638798409
"113619",-0.396723431217688
"113922",0.233394374010159
"114217",0.391032432269313
"114318",-0.52633470183477
"114419",0.154681525289384
"114621",0.243371348434197
"114823",-0.253121761229309
"115017",0.744623432564816
"115219",0.361512636939989
"115320",0.516910525896888
"115825",0.434984911419336
"116524",0.247647089517424
"117122",0.321896730247475
"117324",0.359057360346983
"117930",0.333982394878431
"118023",0.0988411657162594
"118124",0.446014264391612
"118225",0.0311575561383786
"118730",0.447103946820915
"118932",-0.233071736233448
"120111",-0.129417638360444
"120212",0.254571455328886
"120717",-0.364441821023545
"121416",-0.143025043127753
"121618",-0.12250644594234
"121921",-0.178149133044896
"122317",0.17177651514918
"122822",-0.206173553507873
"123117",-0.0138409728177808
"123420",-0.638442053657028
"123521",-0.913256155926918
"123723",0.0104886721685959
"123925",0.0591795684439669
"124624",-0.221266568327431
"124826",-0.520864527818872
"125525",-0.24408304047929
"126325",-0.162779488254567
"126628",0.241860090496556
"127226",0.127409818868673
"127630",0.061237602263934
"127731",0.107716866761869
"127832",-0.422280612571758
"127933",-0.258393521712257
"128127",0.111233544739858
"128632",0.329534785445002
"128935",-0.0678556564913659
"129028",-0.239809443659646
"129129",0.0825445986293919
"129331",-0.589984768772541
"130013",-0.238689545262107
"130114",0.325295071610955
"130316",-0.526800202342428
"130417",-0.0528104913596361
"130619",-0.208780920607975
"130821",0.448905868205227
"130922",-0.452628413338771
"131217",-0.184938259614056
"131419",0.0147957938937432
"131722",-0.376222178344145
"131924",0.0817253171338361
"132017",0.452278477601675
"133019",0.497901809140747
"133625",0.0196850539195084
"133827",0.157469161379034
