"Subject","brain_scores_lasso"
"100307",-0.451865072500359
"100408",0.354709762392223
"100610",-0.281794985977964
"101006",0.0537460416683417
"101309",-0.00521074420379266
"101915",-0.0787693908060963
"102311",0.353533905958332
"102513",0.304194492044837
"102816",0.377400828387616
"103111",-0.493525057842926
"103414",0.427346145142962
"103515",0.948016634132079
"103818",0.193294133641095
"104012",0.340026744768876
"104416",-0.230829302305484
"105014",-0.0160437887686184
"105115",-0.317695507556589
"105216",-0.622966803519451
"105923",-0.169024205744457
"106319",0.427976545877482
"106521",-0.0432901727466654
"107018",0.337870991275111
"107321",0.649397350547633
"107422",0.402801857224634
"107725",-0.17188875004651
"108121",-0.621552437714356
"108222",-0.332975903618829
"108525",0.73583619595572
"108828",0.564876551067719
"109123",1.03010210910412
"109325",-0.53129627654643
"110411",-0.0700328184268904
"111009",-0.298414456370393
"111413",-0.053019423686934
"111514",-0.667118211966748
"112516",0.112597712303294
"112920",-0.141388654389774
"113215",0.918669951237832
"113619",-0.00842291490858946
"113922",0.838870856755425
"114217",-0.165783180064772
"114318",-0.36559029062865
"114419",-0.588256542564396
"114621",0.418778808219974
"114823",-0.257267192454957
"115017",-0.107314758376616
"115219",0.0440565221491381
"115320",-0.346253083213821
"115825",-0.121320833399999
"116524",0.889969600198448
"117122",0.856779542790195
"117324",-0.0520320229848078
"117930",-0.169728022424122
"118023",1.06089972185064
"118124",-0.307345936922604
"118225",-0.000268452482070424
"118730",-0.184145339317178
"118932",-0.417716641048427
"120111",-0.18282309819759
"120212",-0.542066052232637
"120717",-0.487282413255523
"121416",0.201083810807705
"121618",0.0546915618722392
"121921",-0.313966197340059
"122317",0.0914474445600199
"122822",-0.184253042112795
"123117",-0.147126132653229
"123420",0.640338871268344
"123521",-0.157898235410751
"123723",0.0696212446498917
"123925",0.560411619284645
"124624",0.728999222139861
"124826",0.310037760001877
"125525",-0.437700920349374
"126325",-0.353351744360686
"126628",0.0818097590720632
"127226",0.00717969818936945
"127630",0.177466498583627
"127731",1.14468938249231
"127832",0.689074199661557
"127933",0.237717184926069
"128127",-0.0239084567168178
"128632",-0.142320072928688
"128935",-0.672172044859034
"129028",-0.320468704554856
"129129",-0.185846039381383
"129331",0.752756332749364
"130013",0.228917474245925
"130114",0.0391965825891718
"130316",-0.0179162036777887
"130417",-0.687523444282893
"130619",-1.03917998638601
"130821",0.558289475336685
"130922",-0.291552141847912
"131217",-0.322748157661154
"131419",0.0491673952380601
"131722",-0.00423622809803468
"131924",-0.21437694699244
"132017",0.576941430019226
"133019",0.0684342191780602
"133625",-0.51712290383623
"133827",0.291459865471978
"133928",0.280106256917355
"134324",-0.0524370603971243
"134425",-0.919539471679159
"135225",0.184611207181524
"135528",-0.289260172297825
"135730",0.118100481515384
"135932",-0.0770198453439027
"136227",-0.06011262734627
"136732",-0.414324213992534
"136833",-0.73026651644789
"137027",0.32510742009995
"137128",-0.174727390834707
"137229",0.0557617778816721
"137633",-0.0843664996015561
"137936",1.59474847045146
"138231",-0.00867000288114111
"138534",0.794546698395884
"139839",-0.0923742332557228
"140824",0.597744914516159
"140925",1.23297403483296
"141119",0.434891679380387
"141422",0.210003401444446
"142828",-0.424598318745909
"143325",0.0248240081541238
"144428",0.693102169811374
"144731",-0.895498987527986
"144832",0.129929795484543
"145834",0.440135467731883
"146331",1.11222997822973
"146432",0.52709275896684
"146937",-0.280578532115352
"147636",0.0733680951047814
"148032",-0.437264208277197
"148133",-0.53230069988928
"148335",-0.198862975942423
"148941",-0.513793997806088
"149236",-0.617719146117561
"149337",-0.242736264122068
"149539",-0.288399133824872
"149741",-0.123929795963087
"149842",-0.428643868106508
"150726",-0.547544681609027
"151223",-0.291956608451568
"151324",0.836450650924499
"151425",-0.274716221869609
"151627",-0.214801218303702
"151829",-0.619060621727649
"152225",-0.227394553525702
"152831",0.448443981604432
"153025",0.0327302297502996
"153429",-0.249782531994472
"153631",-0.289441335335014
"154229",-0.244590940482449
"154330",-0.488795316785841
"154431",-0.0526624693899173
"154532",0.0573042418207536
"154734",-0.438032067096877
"154835",-0.323839378464384
"154936",-0.186340273492131
"155938",0.275777736276059
"156233",-0.261931101142936
"156334",-0.0293098966192456
"156637",-0.0737241336352885
"157336",0.119054704314583
"157437",0.669012587502389
"157942",0.85301533662014
"158035",0.119659391668502
"158136",-0.370034409445869
"158338",-0.0628769274573037
"158540",0.252537854986491
"159138",-0.455049052636434
"159239",-0.231324513865511
"159340",0.165944313168056
"159441",0.134730504264239
"160123",0.305781511706767
"160729",-0.301411156420449
"161731",-0.625161662914671
"162026",-0.103313419260151
"162228",-0.641753242146758
"162329",0.790629389782773
"162935",-0.464504142891988
"163129",-0.356999606488128
"163836",0.183885288666734
"164030",-0.650746855289221
"164131",0.205986503323534
"164636",-0.122878334043895
"164939",0.185584067561184
"165032",1.17080467366982
"165638",-0.210084849131554
"165840",0.776013457020188
"166640",1.17251985218431
"167036",0.0480417312933305
"167743",-0.434661336156774
"168240",-0.230928871500801
"168341",0.982226470582402
"169040",0.657729735945634
"169343",-0.916736311711406
"169444",-0.112086586939004
"171330",-0.976703382670849
"171633",-0.227640998102985
"172029",-0.0578875912295077
"172130",-0.057529445596538
"172332",-0.277329013677562
"172534",0.472908835503858
"172938",-0.138435197605046
"173334",-0.113404773583431
"173435",-0.812326658150869
"173536",-0.530089956922602
"173637",0.416472976328342
"173940",0.12839212751506
"174437",0.428835773628292
"174841",-0.456752721621883
"175237",0.143852462867857
"175338",0.200359171251279
"175540",0.619235198843658
"175742",-0.751744359452375
"176037",-0.183684992282099
"176542",0.642898464706621
"177645",0.475807255957764
"178142",0.341824143513695
"178243",-0.247928579135916
"178748",0.936933093993595
"178950",0.350289755572715
"179245",1.55911490426036
"179346",-0.510801289936139
"180129",-0.110073152621925
"180432",-0.490110679097607
"180735",-0.463118765937793
"180937",-0.0915167252229435
"181636",0.536052584807849
"182436",-0.0196716978218278
"182739",-0.233191726450931
"183034",1.43112564324861
"185139",0.0767791939115224
"185341",-0.354567661418589
"185442",0.286709509028929
"185846",-0.0875279487228051
"185947",-0.0896133086862749
"186141",0.381297388687523
"186444",0.713286836746823
"187143",-0.0934823466376619
"187345",0.0455570906731445
"187547",-0.376362611764901
"187850",0.850506403853783
"188347",0.866945339699732
"188549",-0.0121708520569648
"188751",-0.315249803832931
"189349",-0.0858271046985892
"189450",0.772281323597563
"190031",0.477786829916473
"191033",-0.506496056102831
"191235",-0.629971771661869
"191336",0.825218802506441
"191437",-0.675950422561686
"192035",0.276289614975241
"192439",-0.373733199702104
"192540",0.0450847601556265
"192641",-0.204522624606097
"192843",-0.640532509214829
"193239",-0.453660599115833
"194140",0.210287322522754
"194645",0.774860141704144
"194746",-0.367592559361241
"195041",0.199263408669017
"195445",-0.566375175713776
"195647",-0.237845672387061
"195950",0.263597368764413
"196144",-0.173599285824509
"196750",-0.37591047670679
"197348",-0.13134787185197
"197550",0.243575974052784
"198350",0.483647077964402
"198451",-0.376057330281853
"198653",0.600764201874895
"198855",0.354565631350136
"199150",-0.374778314384398
"199251",-0.363697759958516
"199453",0.159854877684241
"200008",0.0898772368148857
"200109",-0.728082226452833
"200311",-0.433819492249384
