"Subject","RCCA1","RCCA2","RCCA3","RCCA4","RCCA5","RCCA6"
"100307",0.186660180241631,-1.92204483460885,0.71563860203129,-0.0825175506012387,-0.53332728831572,-0.335216446157153
"100408",-0.165608796579819,0.686020563615557,-1.50816864902683,-0.0530628984377439,-0.561896293382374,0.0669829612724047
"100610",-1.15203149642344,-0.364474817008122,0.573189320951881,-0.164715314042485,0.508752222266012,-0.0139209017592309
"101309",-0.0274925131394922,1.30500670131627,-0.217375599032609,0.454119743191646,-1.29365165603137,-1.10208192704623
"101915",0.518374208865533,1.59727584003022,-1.05701251681619,-0.417243726695605,-0.421911370451993,-0.0953375727731406
"102008",-0.83185007588126,1.28479292685124,-1.20707872569569,-0.937870309507248,0.662208522655482,0.631430700223376
"102311",0.172536475091566,-0.74357278342364,0.949377398987513,-0.612015056414985,-1.86108267487846,0.399594189337977
"102513",-0.456818753405969,1.29857183753336,-1.06508194779249,0.29541765812734,-0.912569072113486,1.24550664961534
"103414",-0.590377966677314,0.0318837109992751,0.507652698111086,0.0407112716752148,0.238535673937105,-0.466096727944353
"103515",2.66461288895809,-0.0696282678230071,-0.210530975109979,0.869520841319155,2.36046298756874,2.0201432054029
"104012",0.13345504074126,0.0820124664104629,-0.154245690434424,0.323969515185782,-0.674097883919208,-0.798544658557537
"104416",-0.991708045955211,0.738676157414274,-0.347606518590119,1.29826443780629,-0.590284483166047,-0.311889246616348
"105115",0.342073918636771,-0.390374260525158,-0.355362440593747,-0.437764735853697,-0.582059623099081,1.13276438184933
"105216",-0.80686969993828,-0.546748848904877,-0.918505092264049,0.0112103459898323,-0.405082050584284,0.52903428587386
"105923",0.669216000977561,0.746035117567312,-0.372181874651342,-0.436133747569095,0.390376097508525,-1.14567200660672
"106319",-1.42911793947448,-1.4262530881616,-0.906231434199564,0.187865324580008,-1.29875191917877,1.12504556900048
"107018",-0.910434018396108,0.854131957659724,0.352182723795149,0.59543851440432,0.177307438701707,0.466569162877041
"107321",0.514861825692772,1.18096446596579,-0.70194236495778,-0.47778381602992,0.390603891563605,0.328903488044553
"107422",-1.10403672358276,-0.161992398484342,0.232758779825437,0.8702214695807,0.232192688502554,-1.58993166205995
"107725",-0.969579821802508,-0.901236155816106,-0.650717914342759,0.335776010467194,-0.143873394712199,0.134477210096243
"108121",-0.527722437255165,-0.641682073328288,0.508580979071041,-0.368092851637665,0.0893172097302891,0.737282965685438
"108222",0.0756422122392463,0.141426668417408,-0.880131715244787,0.586871700813418,-0.372808363437437,-1.05257236701425
"108525",0.211780582306961,1.5324701651646,-0.901458121794912,-0.263514950641055,-1.37830086646674,1.04283375517281
"108828",0.799296815152282,-2.65144386523789,-1.51845680468779,-0.359161035673744,0.91799448479018,0.166210160219267
"109123",1.72908456291783,-0.291890531521933,-0.131596472771269,-0.247443069122824,0.570112540886608,0.113589713166191
"109325",-0.807000199125119,1.16313519407324,0.818420863845137,-2.09727233781516,0.814184398062624,0.0995245685692001
"111009",-0.577588559622994,-0.636484216245709,0.0100628532170004,1.83483877240719,0.303968263623995,0.0211023490355097
"111413",-0.298213391154499,-1.97229119356742,0.320416136204406,-0.155353792818382,-0.0126653283043425,1.36367360674697
"111514",0.855931517832104,0.735340171055521,0.865766779266008,-0.427078112732972,1.69549166864227,-0.483501106891406
"112920",0.699143619240816,-0.861783875776207,1.32399395020936,0.797986117469588,-1.2497047352163,0.799628816029321
"113619",-1.19902821376111,0.669918530810006,-0.780890765246277,1.47203508901988,-0.841181603044346,0.148951130107865
"113922",0.61247535939377,-0.657479744063886,0.873926901613521,1.49561640453585,0.0315736790871974,-0.348022763817701
"114217",-0.101610938332978,1.5036981523835,1.60364885382755,0.43469729099673,-0.924767976957095,0.158010111917544
"114318",-1.50401375845013,-0.077588980118539,-0.885689435176514,0.110102687380647,0.687483315879214,-0.0930035646948575
"114419",-0.463666988405058,0.45898896765812,0.53579377162925,1.22791017748933,2.83570330200291,-0.742103046900813
"114621",2.23158997454805,1.1362036634129,-0.303785518914618,0.818110055612721,-0.720039487240487,-0.164989871967485
"114823",-0.161271876957154,0.688318056563691,-0.364759995099125,-0.470969776275851,0.021495255615704,0.478108321701205
"115017",-1.20921546177306,0.464314944578668,0.098140074907635,-1.25619018758089,0.864959035694595,-0.504340417118721
"115219",0.263636532585701,-1.72290787699543,-0.347569789685932,-0.680034087083658,-0.452361721496736,-1.24660561682664
"115825",0.385972247054275,-0.445966503274148,0.400495017608245,-0.634252047358063,-0.99594582640743,0.697754575416606
"116524",0.904086544236595,0.572011416559561,-0.940678203437898,2.27112014488793,2.35412846974522,2.54730188407573
"117324",-1.4651518376641,0.903246870380232,-0.628493988876889,-2.24396126953343,-0.264215652736192,-2.28677401440986
"117930",0.607742448034771,0.653115523699646,0.987333534051638,0.00520966449278021,0.602494878012058,0.0963825570884288
"118023",-0.0682836482053217,0.923341157113252,0.21053103058136,1.1099562481068,0.460551550734624,-0.355611220709751
"118225",0.292612188409168,0.31759980785869,0.779456515388241,0.643896220053025,0.279224183142865,-1.88702360717994
"120111",0.240247362010798,-0.454875911253024,1.31473396468986,-1.28032484983512,-1.44685207034107,-0.569088516003094
"120717",0.0854690321789366,0.427438420875503,-0.952400141545244,-1.04139590694957,-0.509958096890597,0.72369964635312
