"Subject","RCCA1","RCCA2","RCCA3","RCCA4","RCCA5","RCCA6","RCCA7","RCCA8","RCCA9","RCCA10","RCCA11","RCCA12","RCCA13","RCCA14","RCCA15","RCCA16","RCCA17"
"100307",0.00978302302418532,0.00221971597076707,-0.00287486047140941,-0.00547178869816994,0.0195772178880304,-0.00820855153591721,0.0206566581583322,0.0164641881916359,0.00221884233172308,0.0198011553817021,-0.00735233288508193,0.0163750361022207,-0.00890127556721738,-0.00532450047245303,-0.0113088494888417,0.00742097642125505,0.00244846619996064
"100408",-0.000942731381592457,-0.028559031175896,0.0180554458860531,-0.00913349806916858,-0.0165610433141298,-0.0181257968364146,0.0128168813237977,0.00214171037147781,0.0034782184427607,-0.0468150209148921,0.0154539415619219,0.00794635450809365,0.010543374182069,-0.00757824388618499,-0.000753327388576604,0.00583185453543328,-0.0142979780685721
"100610",0.0279616297327169,0.0132239584715196,0.00799201865779708,0.00708510416375424,-0.00741155973782462,0.0151242260675613,-0.0167964001576812,0.00689465526581604,0.0075884626532614,0.0185996405026355,-0.00787793811086035,-0.00631879698959124,-0.000199522342002787,-0.00228419923564814,-0.00345001662830951,-0.0117022335073266,-0.0173456420039166
"101006",-0.0134020330018289,0.0093972373722906,0.00529382921865102,0.00502064838794647,0.0120065734503888,0.000934933439125266,0.00826193099623699,-0.00530877275276996,0.00793152742073604,0.0123590573913343,0.00141895112586196,0.00498059874772462,-0.0010537020365015,-0.00262369468150058,-0.00558065311927424,0.00173221192153909,-0.0237894909895564
"101309",-0.023640177572188,0.00876880183535726,-0.00128714549810319,-0.0104064794104732,0.00932016434458358,-0.0209700128033028,-0.00942603996150874,0.0103983511530546,0.00564908075347963,-0.00798184475278012,0.00372591343744767,0.00729053725920594,-0.0298579162446491,-0.0135164374224527,0.00943341153199,0.00701973721772431,0.0140937385422041
"101915",-0.00482352979019958,-0.0154388547650007,-0.00925820532233181,-0.00540382663447264,0.00298592601371417,0.0127669905519627,-0.00676851859000794,-0.0182709773829026,0.0119966516498506,-0.0409158889822748,-0.00048017596760952,-0.0162075874491051,0.00772363450090879,-0.011222460232901,0.00142433513119071,-0.0174385966066382,-0.00550552518528634
"102311",0.0255678865818353,0.00856528891829854,0.00905646347063967,-0.00441182717866737,-0.00894668345695146,0.00235663027186543,0.00130554575444936,-0.00695721480589038,-0.00305362538349213,-0.00350914743288504,0.0124082052779208,-0.0209174288530899,-0.0031733884234,-0.0134007995228407,-0.0212018023531664,-0.00350833390039041,0.00276426407016485
"102513",-0.0304971594463435,-0.0140964513187952,-0.0245277797415264,0.0155169726338414,-0.0147694660489702,0.0093239997562388,0.00252151784821347,0.0227528080055066,-0.0107875379443095,-0.0203502347384948,0.00568829484820502,0.00963600791205571,-0.00714618588407828,-0.00402953960727188,-0.0292415232480707,0.0018353559126881,0.00910932970106887
"102816",-0.0315886877626336,-0.0184067845425403,-0.0238825149217257,0.00945884820119318,-0.018911096367971,0.00719820179185594,-0.000451061851745787,0.0212787775939119,-0.0118559674841253,-0.0242001232526341,0.00888744052996053,0.0111755377508003,-0.00930864141709849,-0.00112514369508644,-0.0303188093791321,0.00303880679419373,0.00945163376705116
"103111",-0.00207841415417025,-0.020909160125223,-0.00574965549803132,0.0231624317928221,0.0311889336741764,0.0136546901442256,0.0286512827066716,0.0119764773718659,0.00266920386857787,-0.00599332934001405,-0.000381226968760626,-0.0178942665683205,0.0147852805059919,0.0197691556884083,0.000494532324164957,-0.0155097661243242,0.00485038713652249
