"q","RCCA1","RCCA2","RCCA3","RCCA4","RCCA5","RCCA6"
"AngAffect_Unadj",-0.0283099034215623,-0.00425988963304354,-0.0348940681270405,0.0611659382922846,-0.0779761606392145,-0.151159931210358
"AngHostil_Unadj",0.00284858052830222,0.0615474037012739,0.0916899734680792,0.0364638003380945,-0.0602753199659087,0.045285809228008
"AngAggr_Unadj",-0.101042231659477,-0.0256414098879953,-0.0427240852267283,0.00286271238691195,0.018358180842147,0.0434332367271473
"FearAffect_Unadj",0.0199318778014636,0.0663872733055453,-0.0951279709084748,-0.115805080523395,-0.0766042369885039,0.0803256079110471
"FearSomat_Unadj",0.0566263228769776,-0.0045806828003103,-0.0299020326154011,0.109437693655315,0.0436351746182589,0.0387771296081031
"Sadness_Unadj",-0.0193688199249474,0.0325701897110946,0.0575811787374852,-0.0120234801181033,0.187304922640249,-0.0219717264939795
