"split1","split2","split3","split4","split5","split6","split7","split8","split9","split10","comp","set","lambda1"
0.999673941223861,0.999672487857261,0.999673245987226,0.999673203294198,0.999678259604094,0.9996843432825,0.99967787998563,0.999670643177259,0.999675087750837,0.999679873613564,1,"train",0.01
0.999666808177902,0.999667362645323,0.999663698220954,0.999669520146831,0.999668753724895,0.999671511241499,0.999677745522911,0.999663972480538,0.999671665591555,0.99967697884287,2,"train",0.01
0.999661632816408,0.999662244610253,0.999660074618367,0.999653272278836,0.999666753929501,0.99966527278106,0.999661356180034,0.999655707932274,0.999663020927106,0.999660816005565,3,"train",0.01
0.999656085724025,0.999639860305596,0.999639629931426,0.999640673351149,0.999650056467236,0.999652867771595,0.999642478176297,0.99964341551488,0.999651956258738,0.999647857176348,4,"train",0.01
0.999640631842926,0.999599444038775,0.999596682699357,0.99959801333377,0.999600892947093,0.999605642675349,0.999601792196267,0.999597571138793,0.999641886747905,0.999596812509948,5,"train",0.01
0.99946827722037,0.999417164237514,0.999394842909334,0.999417425908054,0.999414096171531,0.999408497071365,0.999409450694106,0.999402208257247,0.999637105426772,0.999417171199754,6,"train",0.01
0.270569849023323,0.00225687313068923,-0.00849673876507199,-0.00666738043752451,-0.0622330451178791,0.0257787221491738,-0.0486779944508138,0.00666336123468126,0.25145973932197,-0.154476207243503,1,"test",0.01
0.0970158263766469,0.26293148571257,-0.208660346279389,0.10744069521739,0.367006455484871,-0.049751352441766,0.158513350486398,0.0130216776103923,0.165946710381142,-0.159654831388059,2,"test",0.01
0.203287776785744,0.123420981922987,0.292957809685388,0.092797403953089,0.0238247474460297,0.326200194011284,0.286603621610277,0.217438815992463,0.0224934936476103,-0.291526496210259,3,"test",0.01
0.307727323756208,0.224628555699602,0.0210660783201383,-0.0897330275556211,-0.0111209610701824,-0.0961208899974299,0.168720962613914,-0.113569922800834,0.150536377304894,-0.0148969638192073,4,"test",0.01
0.132143723955889,0.0772643308278992,0.0817359767524358,0.100056373698127,0.245191635492173,0.0250459019033096,0.15248242714214,0.0621025455329511,-0.268297430377845,0.322827535353208,5,"test",0.01
0.119997246167147,0.101087383826107,0.157531437961675,-0.127538334284181,-0.0138641444463294,0.033763103868231,-0.0902971785461054,0.0512887036640471,0.0632788211454701,-0.0287532836434881,6,"test",0.01
0.996756416424552,0.996751698298134,0.996751323642318,0.996751895072183,0.996801683669436,0.996864192590329,0.996803294539704,0.996731129372408,0.996767883761008,0.996819783051288,1,"train",0.1
0.996686722223464,0.996699375445777,0.99665962138098,0.996715399612983,0.996707909273103,0.99673400582402,0.996794269833646,0.99666566494219,0.996733436141911,0.99679053859104,2,"train",0.1
0.996637248768805,0.99664140410081,0.996620737232092,0.996555120584857,0.996689534801416,0.996676564239034,0.996631935750489,0.996578087153063,0.996648212749235,0.996627288658603,3,"train",0.1
0.996579430287581,0.996426049933825,0.996427549741459,0.996428021916895,0.996527903480958,0.996554915048116,0.99645525121379,0.996462310735116,0.996538855570489,0.996507971422922,4,"train",0.1
0.996426879002359,0.996258221655088,0.996247177267014,0.99627133869997,0.996285700905879,0.99632106578534,0.996284555398208,0.996245898684963,0.99643901801248,0.996269092722704,5,"train",0.1
0.995187240851747,0.994983495964349,0.994797198618541,0.994976204905966,0.994953705906269,0.994922036088818,0.994927283019215,0.994878574231208,0.996391653587001,0.994981710669955,6,"train",0.1
0.270027415283832,-0.0134997955142918,0.00977986848971612,0.00769387259756328,-0.0567022711655201,0.0356401538522114,-0.0409459938484079,-0.0332550093900348,0.251652797194751,-0.112802557666005,1,"test",0.1
0.10079359141626,0.28989995923641,-0.222150189483295,0.105378125125184,0.337102105889145,-0.0595392080483349,0.162156657273105,0.0344779714164875,0.16511483518419,-0.166476901375141,2,"test",0.1
