"Subject","RCCA1","RCCA2","RCCA3","RCCA4","RCCA5","RCCA6","RCCA7","RCCA8","RCCA9","RCCA10","RCCA11","RCCA12","RCCA13","RCCA14","RCCA15","RCCA16","RCCA17"
"100307",-0.200634665633912,-0.894058077329573,0.281972517632539,-1.72398747022876,-0.597178942450756,-0.215561035733881,-0.751607992374168,-0.861581171547642,1.11034866019778,-1.04469940276442,0.874950127379225,1.84001447756556,-1.06082887566455,-0.0647365222400651,0.789089032587843,1.27970771224778,0.157334025557533
"100408",-0.412300118601727,0.290996077479687,1.58689023028245,0.380583558223413,-0.681990748460129,-0.273991538546326,-0.0546537090382455,0.295192904853502,-0.292377055095666,0.0892906889256533,-0.0928981561046592,-0.155618858754865,0.479494409191737,-0.0562640045094753,0.273638039692985,0.0306925801858246,-0.386063857567768
"100610",-2.12962368715978,0.127422855622167,-1.2034786048341,-0.93232763547963,0.896996811442143,-0.580877556914006,-0.237666792306548,0.536182283103509,0.733330759556889,-0.00787726324577304,0.215078310878453,-1.23389376704232,0.686046730875461,-0.485211400264379,-0.579961024220668,-0.960910979860618,-0.331144921722987
"101006",-1.02100008024919,-2.60889790324282,0.214025297303944,-0.654779269534505,0.988011566954183,0.970071928886667,0.53047913374115,0.456392463941661,-0.69454021047254,0.284624923763345,-1.2379859596899,1.16191892668643,0.57239944984195,-0.402358338574156,-0.785335856756803,-0.251213233381029,1.27497796777326
"101309",3.01102656683928,-0.164187418649457,0.400737798182071,1.84184878973941,-0.170475856098773,-0.259828742394297,1.75158333376384,0.327859144457596,0.0286427229183522,-0.864878045905184,-0.322323003752587,0.607594909116664,0.967592317118029,-0.835616097810348,1.97680422420213,0.97291950083126,-1.82087736429893
"101915",0.89108109532621,2.27579804731152,0.402514999838686,0.723403611270754,-0.200785576488295,0.11355156021109,0.386293845176632,2.35055189399071,-1.04048517076161,0.170045173951228,-0.517659698980642,-0.590165553325516,0.525354274433954,-0.457041387530976,0.0650179710960759,-1.27594359511529,-1.26753340143969
"102008",0.227469993232898,0.181316043828918,0.870057940040266,-0.631461195773312,0.50607537775032,-1.09230602810203,0.0163961192054388,0.751827520045282,-1.75694369020933,0.128032131411774,0.584152955704085,-1.04818495391159,0.73161252959182,-1.68836604192586,-1.23768153745296,0.871943440081721,-2.1363481474202
"102311",0.0843543762320019,1.65508369626224,-0.901350940940672,0.867233077619306,0.0385695508191022,1.61873840523502,0.140415935028438,0.427611320421559,1.07751339051045,1.91523115337182,-0.194108687540111,-0.0375131442889226,-0.479192947432507,1.10491213617123,2.12650900980728,-0.79516076625861,-0.202761561314894
"102513",0.669539342192932,1.23678854817713,0.593751057546582,-0.816376707421742,-1.8569881642234,0.820154419171122,1.26500456150324,-0.586173153518032,-0.743396369830707,1.00631888868427,-0.260998221274006,-0.590779101655587,1.10849978088377,-0.0937624214586427,-0.00288966670957007,1.45221332278677,1.34610986385067
"102816",-0.0687277796459216,-0.248056110188777,0.183189276348865,-0.188463156377679,1.71324505441995,0.699667672961282,1.02788843439173,0.467416627483536,-0.743921618245331,0.846213815473618,-0.775776185716987,-0.828745339224325,2.10651330987022,-0.562493401702376,-0.336216946096061,0.377474311491835,0.383817995867682
