"q","GRCCA1","GRCCA2","GRCCA3","GRCCA4","GRCCA5","GRCCA6"
"AngAffect_Unadj",0.0476030785638547,-0.0771549308597435,0.0658696040579562,-0.0508283204107368,-0.0817461517180581,-0.113509378734263
"AngHostil_Unadj",0.0128053378757344,-0.10976779623338,-0.0452614498215288,0.0451015253076561,0.0425317322184197,0.0333486965101737
"AngAggr_Unadj",0.0735170220739129,0.057679239171389,-0.0074703729066136,-0.048540015983671,0.061241770212774,-0.00546669086489471
"FearAffect_Unadj",-0.0970454726845368,-0.00669734076407794,0.0915117724207006,-0.0631277242254416,0.122825273156865,0.051738475231747
"FearSomat_Unadj",0.056704551386253,0.00720403505681902,0.0154124542566087,0.0183153367749759,-0.0744278550133748,0.100628785697337
"Sadness_Unadj",0.0294392961165246,0.117146815610453,-0.0266054851143572,0.15621042615719,-0.0092751260356857,-0.0260074963728048
