"","GRCCA1","GRCCA2","GRCCA3","GRCCA4","GRCCA5","GRCCA6"
"100307",0.356081991510084,1.34685655703573,1.5799899743606,-0.382292621229739,0.1158377102964,-0.219323673788299
"100408",-0.453851270555198,-0.0989959826813869,-1.38403650112921,-0.628663392366272,0.753732326133518,-0.0313798778516447
"100610",1.33681159415786,0.163732918706188,0.0834359486098239,0.261923159134547,-0.388604594612592,0.185109891081334
"101309",-0.39496435054759,-1.31360369570897,-0.269882853670365,-1.68993692980049,0.142754026849694,-0.121410876245502
"101915",-0.926659779610186,-1.10245422088535,-1.21542749290599,-0.275604726771268,0.602762495486157,-0.554815227659512
"102008",0.451553630880276,-0.592545466823827,-2.01102581656508,0.750984554957529,0.510970836841954,-0.303689632983232
"102311",0.292391589747763,-0.000435483582892304,1.61896051612274,-0.486702704076908,1.59111900443337,-0.0823895671029299
"102513",-0.345685455830832,-0.811937052526852,-1.3110214392769,-0.149622984814819,1.37989730155904,1.03763743101416
"103414",0.70761560323525,-0.217389300454438,0.157984378965407,-0.165429081660766,-0.530822732625944,-0.0316266220820553
"103515",-2.63565772929699,0.644700489163385,-0.0289125125340439,2.94285832278525,-0.936081183811542,0.811378089354315
"104012",-0.272661981906732,-0.134763054483663,0.129544243958987,-1.05030726114374,-0.0643811070699506,-0.169670807788506
"104416",0.250079530653917,-0.571961146900612,-0.667909252146279,-1.24556745847912,-0.235016477951874,1.15702450127703
"105115",-0.330083478170479,0.438907454974484,0.084358978680014,0.488900386762959,1.27535454502249,0.187113626705559
"105216",0.446713334788211,0.821950453284318,-0.683259338067106,-0.279484888109295,0.774364619448627,0.466870426823169
"105923",-0.596986026882772,-0.535564241074854,-0.459951478853467,-0.283109745251219,-0.646028248654152,-1.20242585176707
"106319",0.985999803607477,1.50883129150364,-0.280681755761212,-0.65083218293262,1.66629947083083,1.16529938000658
"107018",0.594453854879187,-0.837665397539948,-0.409231825410172,0.139163132571752,-0.205671786609516,1.00096915930097
"107321",-0.703360590763369,-0.730300729372011,-1.02026595769578,0.591617027124356,0.221170215642698,-0.416634445408204
"107422",0.923381276817635,0.0523673598051561,-0.0677134618599427,-1.33005267240898,-1.41172734767651,0.128148988597088
"107725",0.671310212047918,1.07027217586762,-0.423624354933094,-0.460219978620365,0.196286833614693,0.548950062655425
"108121",0.794487320417411,0.403083491526423,0.425086981998616,0.647177239541516,0.402633792833809,0.283936353668866
"108222",-0.501382822707717,0.148349628642456,-0.562562666288813,-1.27808128295349,-0.372342602596635,-0.172244766501582
