"Subject","GRCCA1","GRCCA2","GRCCA3","GRCCA4","GRCCA5","GRCCA6"
"100307",0.575522860495813,-0.480886015755563,0.671490255027299,0.159751141083921,-0.555946790374419,-0.181321821627029
"100408",-0.0717012693281442,0.303123182842759,-0.0603211256833178,-0.131147996971072,0.178257673851691,-0.422130888406098
"100610",0.0187448932614933,-0.443464372036577,-0.167063867132356,0.199199836726656,-0.302511582042305,0.107938376330184
"101006",0.849883082844185,-0.0109088413269874,0.111321412911713,-0.571294570374336,-0.296317954814236,0.24232488890989
"101309",0.377603832272447,-0.102550509043241,0.30304279161131,0.149074401210493,-0.266347089106151,-0.397533577121953
"101915",0.227578615999457,-0.0786081241240616,0.536279754702512,-0.179865356631811,0.113802451275697,0.200136381142736
"102008",0.0829055862199179,0.227751108001414,-0.0641544495209938,0.0296420907117759,-0.0330110447783119,-0.0183347438400767
"102311",-0.138361313301322,-0.0328565417683024,-0.151441990415456,0.129886434158709,-0.0721437906592381,0.0720971365185857
"102513",-0.314287200447515,0.241129943560744,-0.00156005523208068,-0.218749379874785,0.233947288106176,0.262288397802983
"102816",0.53672089157719,0.222525031188781,-0.129018491277154,-0.400704183786599,0.329425949557824,-0.478632724941191
"103111",0.151711195116486,-0.111924221370324,0.209501599181821,-0.114137119525017,-0.157263670447373,-0.114039184539376
"103414",0.118209543131141,0.113274926967758,0.469843146528877,0.301279446615656,0.033331592272806,-0.27769091438273
"103515",0.920838381230841,0.335026484704091,0.168316124254115,-0.280896542660182,0.313551365602416,-0.386774195615006
"103818",0.0397137578567951,0.0523694709908927,0.0372521576091483,0.186806295553279,0.114603474271635,-0.0885243244668693
"104012",-0.108853508046237,-0.0940197045171304,0.340498799529865,0.237353890265406,0.0948098898612536,-0.28196810582366
"104416",0.646015912584145,-0.124659820036595,0.594360495360513,0.185537972633005,-0.477003384879021,0.163390350201804
"104820",-0.132361535795665,0.110350374975511,0.24666141477571,-0.467557923126805,-0.289455770150307,0.29326967463164
"105014",-0.389499397175257,0.204997253349918,-0.0616956339688866,-0.194658258371215,-0.436812356384607,0.234673974706387
"105115",0.185287321478569,-0.0727076565563723,-0.0106590052826973,-0.217819713966532,-0.366922531752964,-0.344862214153958
"105216",-0.840967452573847,-1.07109931538922,0.336862179613694,0.52531680240578,-0.617874891858444,0.0228230992041876
"105923",-0.112755361972717,0.0810679632249586,-0.0349868711695659,-0.263237015362406,-0.110556144050024,0.354921489281026
"106319",-0.207693338369017,-0.330769883583752,-0.321591378883106,0.117239417812753,0.011577364931274,0.0242159696671136
"106521",-0.0294673774100472,-0.12822510651348,0.676620571076726,0.246752898460641,0.564679010136794,0.0311947219865774
"107018",0.151182145240863,0.324319290716176,0.0420165419775372,-0.218362688129698,0.219151588504948,-0.196960882061474
"107321",0.113540707318371,-0.0675728361964731,0.0664001985007741,-0.212785661812625,-0.0577089796585686,-0.514275646655338
"107422",-0.342408585267166,-0.00952187625992709,-0.0941206316637473,0.0129717587252307,0.0714371940541568,0.0550102541625125
"108121",-0.179812935966346,0.00731559295536238,-0.226870232019903,-0.014119725866725,-0.0803564186654935,-0.124839479874216
"108222",0.892309845616183,-0.443289467457649,0.0187445750285328,0.485167294509932,0.308837169458826,0.317103122449066
"108525",0.303907259018804,0.453329245418171,0.844720554123185,0.404063112336911,0.691047823499894,-0.278689691787555
