"q","RCCA1","RCCA2","RCCA3","RCCA4","RCCA5","RCCA6"
"AngAffect_Unadj",0.00125595664332156,0.000137545693766873,0.140876693144609,0.0825007940903785,0.0556365956908817,0.0704160556813943
"AngHostil_Unadj",-0.0648022005291104,-0.03393774827808,0.0256485629370875,-0.0339414132116161,0.0490935424754001,-0.0982121979265857
"AngAggr_Unadj",0.0333887478409624,-0.00480431797750827,0.0402306133493216,-0.0542004134164012,-0.0955321038173794,0.0101767400728125
"FearAffect_Unadj",0.0167902541565135,0.168884670050022,-0.0163849097025856,0.00547256579156271,-0.0444280134401182,-0.0922437136699087
"FearSomat_Unadj",-0.019790568754184,0.00257834533332873,-0.0232146549246938,-0.0991771622793023,0.0628119172562746,0.0691901477270619
"Sadness_Unadj",-0.0907016337783286,-0.0914298541489304,-0.107059833868198,0.0105557399827081,-0.0818377263823787,0.0748676548236149
