"split1","split2","split3","split4","split5","split6","split7","split8","split9","split10","comp","set","lambda1"
0.999999967148113,0.999999967163202,0.999999967267055,0.999999967331306,0.999999967417911,0.999999967879051,0.999999967946924,0.999999966967287,0.999999967162037,0.99999996795687,1,"train",1e-06
0.999999966442839,0.999999966367913,0.999999966195368,0.999999966833433,0.999999966838371,0.999999967120804,0.999999966711808,0.999999966099278,0.999999966386319,0.999999966841999,2,"train",1e-06
0.999999965610844,0.999999965579007,0.999999965639643,0.999999964839006,0.999999965838666,0.999999966203967,0.999999966100222,0.999999964810478,0.999999965809988,0.999999965760689,3,"train",1e-06
0.999999964620707,0.99999996386741,0.999999963822408,0.999999963753051,0.99999996498431,0.999999965178442,0.999999964227785,0.999999964318313,0.999999964998502,0.999999964737425,4,"train",1e-06
0.999999963354637,0.999999958939279,0.999999959112492,0.999999958033514,0.999999959449408,0.999999958879606,0.999999959844815,0.999999959483199,0.999999963840956,0.999999958604229,5,"train",1e-06
0.999999953051328,0.999999947255538,0.99999994535488,0.999999946540399,0.999999946686217,0.999999946891708,0.999999946540235,0.999999945934413,0.999999963384472,0.99999994660664,6,"train",1e-06
0.166013927079631,0.184791651574111,-0.0977684663236314,-0.0516565847666314,0.0745942550520518,0.139444054447024,0.0654903872191573,0.134969970510759,0.169055371381533,-0.220013155063656,1,"test",1e-06
0.16683740883064,0.0476876581435119,0.0138675556227343,0.0913716037935717,0.211943676865467,-0.0356456423693657,-0.143232182457862,-0.240463328585151,-0.0542447439228266,-0.141682951556835,2,"test",1e-06
0.302218646215228,-0.0278061166346164,-0.0217558235042559,-0.0851193324092076,0.0211460848628698,0.024566619361329,0.219104743422415,0.0420447985132781,-0.240131727401731,-0.241768275981957,3,"test",1e-06
0.216734036572299,0.21495941599436,-0.00491783791731776,0.0651289342422391,-0.0215086685504822,-0.075989531289921,0.1598479083329,-0.115456043142924,0.161840644268865,0.0206103106729479,4,"test",1e-06
0.165918359767804,0.0304217926762772,-0.208070879586168,0.198913362118841,-0.0175450406432969,0.227913433392057,-0.0761924454379085,-0.20060381901857,0.0478925539117328,0.293077671420606,5,"test",1e-06
-0.0973269687357698,0.0798741888098109,0.0722731073240674,0.0534998288291471,0.0912162071557844,0.0164548775016042,-0.000643218312670716,0.110183655299383,-0.0520935393411316,0.0749714900463605,6,"test",1e-06
0.999999671481309,0.999999671632208,0.999999672670739,0.999999673313249,0.999999674179294,0.999999678790673,0.999999679469414,0.999999669673062,0.999999671620537,0.999999679568861,1,"train",1e-05
0.999999664428552,0.999999663679311,0.999999661953861,0.999999668334503,0.999999668383896,0.99999967120825,0.999999667118271,0.999999660992969,0.999999663863388,0.999999668420186,2,"train",1e-05
0.999999656108643,0.999999655790281,0.999999656396602,0.999999648390251,0.999999658386877,0.999999662039865,0.999999661002381,0.999999648105015,0.999999658100067,0.99999965760713,3,"train",1e-05
0.999999646207236,0.999999638674414,0.999999638224419,0.999999637530842,0.999999649843382,0.999999651784763,0.999999642278114,0.999999643183366,0.999999649985222,0.999999647374488,4,"train",1e-05
0.999999633546624,0.999999589396454,0.999999591129077,0.999999580338921,0.999999594497904,0.999999588799597,0.999999598451821,0.999999594835794,0.999999638409796,0.99999958604639,5,"train",1e-05
0.999999530516431,0.999999472566285,0.999999453559763,0.999999465415218,0.999999466873183,0.999999468928188,0.999999465413523,0.999999459355742,0.999999633844942,0.999999466077813,6,"train",1e-05
0.166013893156379,0.184791141983835,-0.0977684432047054,-0.0516558839590632,0.0745936182531001,0.139443687054239,0.0654896990921268,0.134969140193925,0.169055242734416,-0.22001320757447,1,"test",1e-05
0.166837892165884,0.0476876860620898,0.0138646750949119,0.0913714750609603,0.211944457173542,-0.0356460461121487,-0.143231919632257,-0.240464855445623,-0.0542445040524514,-0.141683123564435,2,"test",1e-05
0.302215577764827,-0.0278061657092839,-0.0217534765665379,-0.0851183667371909,0.0211462909235288,0.0245667044579557,0.219105100645471,0.0420447339489314,-0.240131868550282,-0.241770420900509,3,"test",1e-05
0.216735919255721,0.21496089412335,-0.00491487520826239,0.065127979264836,-0.0215099662572205,-0.0759925028344689,0.159849762078966,-0.115455548621262,0.1618414999558,0.0206108055408746,4,"test",1e-05
0.165917961632671,0.0304186974668968,-0.208081001306667,0.198913348481317,-0.0175437317154571,0.227924546611704,-0.0761901542917773,-0.200602581123257,0.0478920959709866,0.293076683968418,5,"test",1e-05
-0.0973258305822871,0.0798817751180102,0.0722866293146133,0.0534940401138231,0.0912226530025839,0.0164473720435269,-0.000650507964902833,0.110181265338597,-0.052093527535668,0.0749674105608644,6,"test",1e-05
0.999996714831637,0.999996716340656,0.999996726725217,0.999996733150381,0.999996741810628,0.999996787923353,0.999996794710905,0.999996696750127,0.999996716222225,0.99999679570544,1,"train",1e-04
0.999996644303245,0.999996636811613,0.999996619557428,0.999996683362741,0.999996683856574,0.9999967121007,0.999996671201696,0.999996609949455,0.999996638651893,0.999996684220078,2,"train",1e-04
0.999996561105193,0.999996557923668,0.999996563986032,0.999996483922978,0.999996583889952,0.999996620418303,0.999996610042368,0.999996481071487,0.99999658102036,0.99999657609345,3,"train",1e-04
0.999996462093062,0.999996386775469,0.99999638227766,0.999996375342038,0.999996498460103,0.999996517880227,0.999996422806255,0.999996431858789,0.999996499872208,0.999996473769205,4,"train",1e-04
0.999996335490163,0.999995894332724,0.999995911705727,0.999995803768013,0.999995945362781,0.99999588834731,0.999995984886861,0.999995948733098,0.999996384119051,0.999995860876775,5,"train",1e-04
0.999995305479375,0.999994726750618,0.999994536691665,0.999994655277136,0.9999946698302,0.999994690393876,0.999994655252717,0.999994594715161,0.999996338472151,0.999994661914104,6,"train",1e-04
0.166013465131077,0.184787913322514,-0.0977680303813342,-0.0516491783691165,0.0745920360036098,0.139442818845716,0.0654855591662389,0.134957342892253,0.169054285676557,-0.220018385958643,1,"test",1e-04
0.166836061104397,0.0476872164327767,0.0138566013254724,0.0913705015372594,0.211946509224063,-0.0356510347783498,-0.143232418893871,-0.240481528192618,-0.0542433499395135,-0.141682341344125,2,"test",1e-04
0.302216833651449,-0.027807196543698,-0.0217557733053467,-0.0851087154970544,0.0211468210651074,0.0245679100715132,0.219107542060839,0.0420471967983109,-0.240130882330611,-0.241788093078862,3,"test",1e-04
