"split1","split2","split3","split4","split5","split6","split7","split8","split9","split10","comp","set","lambda1","mu1"
0.97282527751665,0.972834162343665,0.972619731259358,0.972439833413281,0.973030770269241,0.972893882416985,0.972949833384114,0.972790494098721,0.972240200155328,0.972734791421639,1,"train",1e-04,1e-04
0.972238047806597,0.972607633296758,0.972298585122351,0.972142775132485,0.972441832948783,0.972525409118175,0.972516714299987,0.972271875487587,0.972166952344988,0.97242659032223,2,"train",1e-04,1e-04
0.971581837539386,0.971880462558359,0.971753419799906,0.971131555833485,0.971947419562265,0.972281218393916,0.971788379860871,0.971244907899121,0.971529325962732,0.971591458558822,3,"train",1e-04,1e-04
0.971155583862138,0.971033771163524,0.971015074914984,0.970891711702901,0.971106345460905,0.971927200610789,0.971239308191168,0.970718902768047,0.970987499018566,0.97129139284511,4,"train",1e-04,1e-04
0.970981360610767,0.970490919535466,0.970527505452289,0.970243417095557,0.970770770532208,0.97116046383151,0.970557119127258,0.970101349287226,0.970492598080013,0.970582564637739,5,"train",1e-04,1e-04
0.969583647837206,0.96880322501577,0.969335000553164,0.969781101584385,0.969610893101813,0.968995641560572,0.969035538230428,0.968348334524896,0.968615317566059,0.968926000551851,6,"train",1e-04,1e-04
-0.0466700727531773,0.0592455298615549,0.0397269334390923,0.0565474816193724,-0.092090278645982,0.0532264094074408,-0.0680445224299364,-0.230502132534764,0.078894057366843,0.0695808994186659,1,"test",1e-04,1e-04
0.228885840634663,-0.0208314583155334,0.222546170154068,0.146389560483593,0.0726791811518147,0.143756612271865,0.112642998212602,0.0624776605278162,0.243984070159294,0.102196413161366,2,"test",1e-04,1e-04
-0.0650107639677602,0.126961394455198,-0.0220726561728397,-0.0903994165165598,-0.101525850292366,-0.121315379924415,0.1648827615189,0.210781452993138,-0.143762178349591,-0.00535596466955701,3,"test",1e-04,1e-04
0.168047809042966,0.0417226768918315,0.0554829667290902,0.166992749403695,0.131888522158836,-0.0231502065018061,0.0735369888326925,0.181892293625503,0.0180354977462767,-0.132501042947158,4,"test",1e-04,1e-04
0.144665892361129,0.265995894263551,0.0248593897649155,0.145590845914734,-0.0802270408050311,-0.0720910221980562,0.239512332442687,0.18629356133507,0.0741724263759355,0.175127437578986,5,"test",1e-04,1e-04
-0.13753989127863,0.139798605211913,-0.230275774809098,-0.154770846411508,-0.318701268472195,0.147698351301632,0.071876698864818,0.182661365825145,0.00459746885094625,0.0593622177330031,6,"test",1e-04,1e-04
0.812928350492478,0.814245417618917,0.811861979933566,0.809326165005399,0.815449140559027,0.814473636963827,0.815265034738338,0.813247443194916,0.810461932417345,0.813379706820444,1,"train",0.001,1e-04
0.8099587549171,0.811854221675937,0.809515873991271,0.808568298788554,0.809050579638985,0.810680751351569,0.810176915775849,0.810425569651447,0.808615045977799,0.81025660833707,2,"train",0.001,1e-04
0.804544566702948,0.8069737661257,0.80668799868195,0.802784878538431,0.808430914097882,0.808385656942491,0.806965774772809,0.804668569371038,0.807211303972147,0.806530846406032,3,"train",0.001,1e-04
0.802758220438609,0.800932354056274,0.800701895008167,0.800615636736668,0.803918048743329,0.806801761701684,0.801956513828637,0.800959840491242,0.802146842331196,0.805079287295776,4,"train",0.001,1e-04
0.801764232070957,0.798385625638436,0.798227421302248,0.798204576579868,0.799927658919776,0.801891390321627,0.798918789794062,0.795490116456401,0.798454729565869,0.798139187510573,5,"train",0.001,1e-04
0.795705004521394,0.794364687389107,0.79628568808594,0.795530876887126,0.796675150573709,0.795694848913101,0.793667965278385,0.790115604775458,0.791746835600902,0.793133006836467,6,"train",0.001,1e-04
-0.160631289290576,-0.126176568317279,-0.0261111666693557,-0.0345546851372617,-0.171960775034141,-0.0163981387011212,-0.0902472700570869,-0.11562911655037,0.104202403944655,0.0141009070740969,1,"test",0.001,1e-04
0.207493911561741,-0.0262890583180099,0.0580827226659759,0.258264479148167,0.124641867842128,-0.0285546900737367,-0.00385288516862523,-0.0268789683072335,0.046625029858005,-0.0452992157554574,2,"test",0.001,1e-04
0.138100471154584,0.188314755756195,0.080698457382918,0.173692992419202,-0.083914099326025,0.117575020539186,0.251988141810449,0.14497164717864,-0.135779342736089,0.12452528567716,3,"test",0.001,1e-04
0.132147011175776,0.187715467725737,0.213827569940182,0.123180545986016,-0.0668457465176763,0.161370862876097,0.027211594480087,0.145074109696781,0.0360398174509878,-0.144837335511982,4,"test",0.001,1e-04
-0.133783426260671,0.164944123190766,0.0291206099660087,0.0580561476796967,-0.0147964553623502,-0.0901522439692899,0.160451930115533,0.154928617703792,-0.034120144291716,-0.0172072951350153,5,"test",0.001,1e-04
-0.0923706147395518,-0.0777453476068188,-0.230738388362183,-0.0626231153177534,-0.269070591181585,0.02220102632272,0.15337556512534,0.190090210094896,0.132593495525795,0.0719471721840087,6,"test",0.001,1e-04
0.492456602592123,0.505879291846127,0.487262620076761,0.488370891224379,0.497883267282293,0.504716323278463,0.500643105601535,0.496519858358591,0.491144364608734,0.500659223656533,1,"train",0.01,1e-04
0.481653211152317,0.487584956426129,0.482315135472333,0.478240412939692,0.483632818205458,0.495373770509776,0.488964413782162,0.48664030377731,0.488186325945607,0.497581763352273,2,"train",0.01,1e-04
0.476698126664796,0.478417329649308,0.478273929620132,0.470293608853096,0.48088370177628,0.474368255429696,0.47118062798314,0.480728911096567,0.483542160675688,0.482588714332989,3,"train",0.01,1e-04
0.466839206492781,0.460522776200886,0.473260682286616,0.457494389030824,0.470522448336858,0.467014371234276,0.46074517799068,0.46702957573482,0.472665283755469,0.462522235715598,4,"train",0.01,1e-04
0.450073548230389,0.442901300567649,0.445099542555492,0.442606962562283,0.452121291542209,0.452987134798253,0.443858237930199,0.434263133765943,0.439379599946913,0.436174461322686,5,"train",0.01,1e-04
0.440338809376029,0.441360974828386,0.433516915100854,0.440140548117656,0.437467085111902,0.440524908354065,0.441684328066122,0.43317388304786,0.429974485964358,0.433726796260965,6,"train",0.01,1e-04
-0.148069674421397,-0.241200787328174,-0.0706311488012976,-0.0141425093668744,-0.168843768303567,-0.0301844204723787,-0.115721124592184,-0.083770907357652,-0.0622999610852872,-0.23755005719466,1,"test",0.01,1e-04
0.0920003458413315,-0.0898272981466154,-0.0616289423560295,0.299173445718654,-0.0057107837466286,-0.113168782597707,-0.0564763156175357,0.0296304958427638,0.00327077427060609,-0.0710829110500429,2,"test",0.01,1e-04
0.197118279583804,0.163899876726407,0.0614657607916933,0.105899649964086,-0.0548351360493535,0.0406979769137124,0.223601975640722,0.0385596272830199,-0.113335819693597,-0.104676007788286,3,"test",0.01,1e-04
0.162533825197947,0.320158346769932,0.20224008457283,0.360420221648868,0.171705457598882,0.154555965995005,0.290746507328647,0.125336644532628,0.035210883444055,0.207797311366677,4,"test",0.01,1e-04
-0.402242564948196,-0.124021563785087,-0.080009693700107,-0.0794428844291914,-0.237463642127464,-0.0303462722241824,-0.189475429245665,0.0609472435170855,-0.0727588218044983,-0.0803738534870633,5,"test",0.01,1e-04
0.00924657202369724,-0.195075174281335,-0.0125610439691439,-0.137871927454654,-0.0398371549542299,0.0291155365473629,0.0280648573722135,-0.0277393217189825,0.139179903330351,-0.0180613827897861,6,"test",0.01,1e-04
0.362856761716792,0.385226491868595,0.356158616718688,0.363164588780801,0.367597892163255,0.385169317175443,0.373433279762968,0.36885416352954,0.36902260611738,0.382378955927449,1,"train",0.1,1e-04
0.344317163882632,0.357734949664139,0.34975085211481,0.342046921918939,0.355823238311034,0.369303237588494,0.359964683077789,0.36208609719098,0.3572014956593,0.372703490408464,2,"train",0.1,1e-04
0.343209704882959,0.344479756401256,0.341486781106991,0.326562093385487,0.343912607291222,0.332822244246317,0.327155559178959,0.345615130300853,0.350307219752435,0.349188554223803,3,"train",0.1,1e-04
0.324435145893389,0.311293185067402,0.333338776511635,0.308373610305705,0.324969583863122,0.321125043761603,0.313413991600558,0.32241078777769,0.332990711748724,0.306208801070307,4,"train",0.1,1e-04
0.289809126155856,0.285814561705701,0.287792611249263,0.284493229404428,0.300336883017479,0.298530053199526,0.287249831130143,0.274709834852279,0.279044315809929,0.268808109904671,5,"train",0.1,1e-04
0.276440239533742,0.271846086659449,0.2580952492362,0.271510345371243,0.264422191355346,0.267685600978781,0.276854085261011,0.262103545863804,0.253398619715992,0.263911859085347,6,"train",0.1,1e-04
-0.111839123337672,-0.264401640147625,-0.010786785675346,-0.0037649794003944,-0.166136344285479,-0.0432797499638836,-0.0908014823913519,-0.0858141649227507,-0.05885781651867,-0.290293996040332,1,"test",0.1,1e-04
0.079970476715071,-0.059905608695143,-0.0674643251723042,0.273300304370825,0.0236684237947131,-0.106924802149627,-0.049178303859199,0.10178109746748,-0.0235102032155759,-0.0571671934299404,2,"test",0.1,1e-04
0.107326534566162,0.0936862909825485,0.101506935421528,0.0940053271042147,-0.087022205201912,-0.00606975014075389,0.184293879681029,-0.0353391669333006,-0.109979911615554,-0.117716111593011,3,"test",0.1,1e-04
0.184625102103994,0.247667639834371,0.0390412133314022,0.351284349141507,0.175037189011815,0.0462196955247715,0.260042999498178,0.123328718088607,0.0168467812506539,0.237573701696182,4,"test",0.1,1e-04
-0.36640178481559,-0.0946225643827574,-0.0462156903880005,-0.0604538277311144,-0.219991212588926,0.0825148287294314,-0.0378432241406363,0.0847851485545042,-0.0199130061384859,0.0692025614641359,5,"test",0.1,1e-04
-0.034435375773999,-0.186900654004762,-0.0300660650874117,-0.168489067023883,-0.0359013256484075,0.0131765231817089,-0.20404857234028,-0.159307707846999,0.0799197654110226,-0.22221208690136,6,"test",0.1,1e-04
0.344489399400907,0.368476124552029,0.33783322775754,0.345637798639575,0.349046455912342,0.368708719608375,0.35548195351129,0.350811306253812,0.352133725867339,0.366108708433205,1,"train",1,1e-04
0.325342136500737,0.339452435256721,0.330658168007302,0.322389161992895,0.337748170566925,0.351516321365524,0.341635067817003,0.344812030836389,0.338425858205784,0.355197038639538,2,"train",1,1e-04
0.323037428756227,0.325135265033348,0.321538163954033,0.305134306883606,0.323971089783261,0.311965558241194,0.30580536534407,0.325916088830278,0.331113020060498,0.329907757916046,3,"train",1,1e-04
0.303260607961991,0.288625411414319,0.312456977835012,0.285746706367616,0.303250910970691,0.299382613536227,0.291205860548139,0.300756752704888,0.312448565028421,0.281895821768883,4,"train",1,1e-04
0.264629831112393,0.261227473495642,0.263135214042729,0.259624668279693,0.277023402701289,0.274489910549027,0.263082519781654,0.249464985786434,0.253719071557533,0.242115168513554,5,"train",1,1e-04
0.249997025305954,0.243998207385228,0.228634992398486,0.243959943026862,0.235597081970706,0.239004481498621,0.249965128935417,0.233742046021258,0.223371727658971,0.235445499219652,6,"train",1,1e-04
-0.107170588487633,-0.266882417638234,0.000573479139832497,-0.00348865843076494,-0.165837785525211,-0.0452319641262908,-0.0855455483435646,-0.0858494270864031,-0.0583632148262834,-0.291361396976996,1,"test",1,1e-04
0.100780059334584,-0.0546813580662624,-0.0707027621736088,0.271086540589346,0.0256023941710823,-0.105335855550557,-0.0500502208506864,0.105691928147731,-0.0263460837355592,-0.0591397955859297,2,"test",1,1e-04
