"Subject","GRCCA1","GRCCA2","GRCCA3","GRCCA4","GRCCA5","GRCCA6"
"100307",-0.0569553723828191,0.0256767894971248,0.370751857586366,-0.0373952799851611,-0.0638567914880703,-0.0197767091617219
"100408",0.24906629118292,0.115377110460953,-0.200635360611094,0.0388982211151435,0.102399181562753,0.176998079615209
"100610",0.241823324267573,-0.300352279605982,0.1493618386968,-0.110194298792889,-0.110333011083303,-0.14026088756542
"101309",0.046669744418479,0.10805297520029,-0.139642354761851,0.20557517206196,0.0445214170764944,-0.0742982151661381
"101915",0.00965455036174844,0.162798407781313,-0.128821354736998,0.0418741372205358,0.120281009995304,-0.0358204954539783
"102008",0.0631602371911328,0.00870528983149493,-0.0609665890003999,-0.0349039922248681,0.126602266621908,0.015519186574975
"102311",-0.0033472276426337,-0.176130190848213,0.444619495891351,0.00648939083819679,0.081354305541379,0.113403966678377
"102513",-0.286073917193644,-0.0826236754563567,-0.0853877183717249,0.119024495284065,0.0728558616352309,0.122798408828716
"103414",0.133805737394068,-0.135346937706431,0.0867424183474552,-0.0842574637731667,-0.140625306515978,-0.115738401938855
"103515",-0.210496363982954,0.504514061178924,-0.146998952479159,-0.299016008127809,-0.24403789321798,0.000211685393981454
"104012",-0.165605547268033,-0.0322709213400956,0.0189524425174884,0.0538589098445768,-0.13596277507543,-0.0306619420604551
"104416",0.0760653563536959,-0.035620663787076,-0.0939302533555536,0.117333754418618,-0.0854854911423899,0.0782439473192464
"105115",0.151342851863188,0.10268294279835,0.00668673560057017,0.0613657025915614,0.00419128376655192,0.108200685607306
"105216",0.337453227244617,-0.173932552050045,-0.0458141350328446,0.0689668586080485,0.000624743829087533,0.173424693039775
"105923",-0.128687507879264,-0.0919279430115014,-0.13093106012177,0.169322078740901,0.192354408393463,-0.115889116004648
"106319",0.47764128521391,-0.192341179323744,-0.287388372009966,-0.0494167434583741,-0.0330812666531335,0.283272404028436
"107018",0.0679247722236043,-0.0710712336597136,-0.105216964209647,-0.124272483639007,-0.0745170447457769,0.0426537770402236
"107321",-0.434091871406174,0.0937450184231955,-0.0962187796909189,0.0414990580750009,-0.0653804287651552,0.0145713869710392
"107422",0.233093173524497,-0.261567423293771,-0.0627555018300659,0.200579599373154,-0.0149141464605641,-0.0464218748686471
"107725",0.0299957780274324,0.0485972692939037,0.0429711443849423,-0.0359844582263433,-0.169015838450909,0.021497733488801
"108121",0.50953973773173,-0.130658872387549,0.126464436877825,-0.0026197931310428,0.0772671501264727,-0.0255308324943685
"108222",0.163451356660554,0.142943981312608,-0.239455877658833,0.198251143264771,-0.0563801042925693,-0.100108058735089
"108525",0.0113674512965829,0.348764203347279,-0.32108590549295,-0.0445114577340624,0.309197282589942,0.165086551380229
"108828",0.234865812135394,0.424249218056444,0.135041844163542,-0.420472398968182,-0.00741256413299337,0.0172913339430824
"109123",0.324501954337988,0.181895344895201,0.0223183125623925,-0.184521182940206,-0.00992243735114541,0.0263028641662256
"109325",0.0511545617337611,-0.0826965984554749,-0.101737202131235,-0.33168589070575,0.256855922189071,-0.0642604139139738
"111009",0.208411750915184,-0.177388302260277,0.0138068382578048,0.290250702941602,-0.297728422556386,0.0601211644089761
"111413",0.168499765441418,-0.0322408819687605,0.205436275530665,-0.116887552718429,-0.0204276591483568,0.182434236709579
"111514",-0.163996970248816,-0.0171976638452158,0.122484749900808,-0.0594396299340985,0.0552274230531115,-0.297690436219792
"112920",0.0284709522251766,0.0777039970499638,0.0324294297384406,0.291603562702632,-0.0589891275035594,0.103436094031325
"113619",0.329055313824405,-0.0507920201039112,-0.188349673151572,0.132010595401178,-0.274782038069632,0.153135423404865
"113922",-0.237929508899711,0.0776736575105734,0.269441909911222,0.157861810460995,-0.245737777899248,-0.209107461313429
"114217",-0.205961885496075,-0.0548236825825425,-0.0173770201067905,0.169895862575868,-0.0261956290906935,0.0852383947462788
"114318",0.726873334123251,-0.072137645064078,-0.148846833228083,0.0266747047278056,0.0300084244609265,-0.0154333509621442
"114419",-0.158532787339548,-0.146162303561168,0.0185470406710438,-0.0542066184304602,-0.291394314731369,-0.328902225393484
"114621",-0.127215169509408,0.0702604482696599,0.112196162436594,0.166102460930368,0.0178045582003573,0.00636337360955008
